id,source,destination,data_rates,TR
0,0,2,78,74.518
1,0,3,43,75.73899999999999
2,0,5,93,74.252
3,0,21,72,74.652
4,0,23,80,74.477
5,1,0,58,75.057
6,1,11,94,74.238
7,2,21,93,74.252
8,2,23,47,75.521
9,3,8,67,74.779
10,4,2,82,74.438
11,5,7,59,75.023
12,5,23,82,74.438
13,6,7,76,74.56
14,6,19,79,74.497
15,7,8,57,75.093
16,7,19,59,75.023
17,8,0,79,74.497
18,8,1,61,74.957
19,8,11,41,75.862
20,8,19,96,74.209
21,10,7,40,75.92699999999999
22,10,9,92,74.268
23,10,12,59,75.023
24,11,8,78,74.518
25,12,5,58,75.057
26,12,10,61,74.957
27,13,17,48,75.471
28,14,7,57,75.093
29,14,10,52,75.289
30,14,17,62,74.925
31,15,9,80,74.477
32,15,10,50,75.377
33,15,19,44,75.682
34,16,0,98,74.181
35,16,3,78,74.518
36,16,11,46,75.57300000000001
37,16,14,74,74.605
38,19,4,77,74.539
39,19,9,70,74.70100000000001
40,19,11,72,74.652
41,20,2,83,74.42
42,20,14,89,74.315
43,21,8,80,74.477
44,21,13,68,74.752
45,21,14,50,75.377
46,21,22,99,74.167
47,23,3,84,74.40100000000001
48,23,6,42,75.79899999999999
49,23,12,85,74.383
