id,source,destination,data_rates,TR
0,0,8,61,74.957
1,0,15,84,74.40100000000001
2,0,19,69,74.726
3,1,21,94,74.238
4,2,12,74,74.605
5,2,13,69,74.726
6,2,17,70,74.70100000000001
7,3,0,54,75.207
8,3,9,61,74.957
9,3,10,68,74.752
10,4,14,56,75.13
11,4,18,63,74.89399999999999
12,4,21,85,74.383
13,4,22,58,75.057
14,4,23,54,75.207
15,4,23,70,74.70100000000001
16,5,8,47,75.521
17,5,9,42,75.79899999999999
18,6,14,79,74.497
19,6,16,72,74.652
20,7,2,45,75.626
21,8,21,76,74.56
22,8,22,45,75.626
23,8,22,41,75.862
24,9,22,84,74.40100000000001
25,10,5,82,74.438
26,10,9,49,75.423
27,11,16,86,74.366
28,12,2,65,74.835
29,12,15,54,75.207
30,12,18,77,74.539
31,13,0,73,74.628
32,13,9,62,74.925
33,14,2,52,75.289
34,14,2,71,74.676
35,16,2,64,74.86399999999999
36,16,5,88,74.332
37,16,20,69,74.726
38,17,9,87,74.34899999999999
39,17,10,60,74.98899999999999
40,18,22,94,74.238
41,19,18,75,74.582
42,20,12,42,75.79899999999999
43,20,17,61,74.957
44,21,2,77,74.539
45,21,3,40,75.92699999999999
46,21,17,89,74.315
47,22,9,85,74.383
48,23,9,65,74.835
49,23,12,45,75.626
