id,source,destination,data_rates,TR
0,0,23,55,75.168
1,1,6,50,75.377
2,1,18,67,74.779
3,2,5,86,74.366
4,2,11,68,74.752
5,3,15,52,75.289
6,3,22,64,74.86399999999999
7,4,13,71,74.676
8,5,2,90,74.29899999999999
9,5,4,96,74.209
10,5,12,86,74.366
11,5,16,62,74.925
12,5,20,90,74.29899999999999
13,7,3,57,75.093
14,7,3,98,74.181
15,7,4,79,74.497
16,7,6,47,75.521
17,7,8,57,75.093
18,7,9,78,74.518
19,8,1,95,74.223
20,9,22,40,75.92699999999999
21,10,17,53,75.247
22,11,16,50,75.377
23,11,17,66,74.807
24,12,1,60,74.98899999999999
25,12,9,65,74.835
26,12,15,96,74.209
27,12,16,93,74.252
28,12,17,72,74.652
29,13,6,95,74.223
30,13,19,75,74.582
31,14,9,94,74.238
32,14,16,77,74.539
33,14,23,76,74.56
34,15,2,99,74.167
35,15,20,89,74.315
36,16,3,76,74.56
37,16,10,58,75.057
38,17,2,78,74.518
39,17,15,45,75.626
40,18,1,42,75.79899999999999
41,18,5,84,74.40100000000001
42,18,12,92,74.268
43,18,23,51,75.332
44,19,1,75,74.582
45,19,5,55,75.168
46,20,12,65,74.835
47,20,13,59,75.023
48,21,10,77,74.539
49,21,15,63,74.89399999999999
