id,source,destination,data_rates,TR
0,0,11,63,74.89399999999999
1,0,22,74,74.605
2,1,8,59,75.023
3,1,13,79,74.497
4,1,14,63,74.89399999999999
5,1,23,97,74.194
6,2,4,50,75.377
7,2,8,93,74.252
8,3,7,56,75.13
9,3,8,44,75.682
10,4,1,46,75.57300000000001
11,4,2,87,74.34899999999999
12,4,11,80,74.477
13,4,13,45,75.626
14,4,14,65,74.835
15,5,7,83,74.42
16,5,10,78,74.518
17,5,21,45,75.626
18,5,21,82,74.438
19,6,10,55,75.168
20,6,14,49,75.423
21,6,17,70,74.70100000000001
22,6,23,44,75.682
23,7,12,66,74.807
24,7,22,80,74.477
25,8,1,77,74.539
26,8,1,91,74.283
27,8,10,52,75.289
28,8,22,70,74.70100000000001
29,9,1,71,74.676
30,9,15,87,74.34899999999999
31,9,18,59,75.023
32,10,17,77,74.539
33,11,14,48,75.471
34,12,22,80,74.477
35,13,4,97,74.194
36,14,2,91,74.283
37,14,16,98,74.181
38,14,20,62,74.925
39,15,13,90,74.29899999999999
40,16,1,72,74.652
41,16,2,51,75.332
42,16,14,49,75.423
43,17,18,70,74.70100000000001
44,18,16,63,74.89399999999999
45,19,9,83,74.42
46,21,3,92,74.268
47,21,22,74,74.605
48,21,22,54,75.207
49,23,18,82,74.438
