id,source,destination,data_rates,TR
0,0,14,42,75.79899999999999
1,1,14,57,75.093
2,2,14,78,74.518
3,3,4,57,75.093
4,3,12,45,75.626
5,3,22,68,74.752
6,4,8,44,75.682
7,5,10,42,75.79899999999999
8,5,22,56,75.13
9,6,13,96,74.209
10,7,1,72,74.652
11,7,2,89,74.315
12,7,6,62,74.925
13,9,8,46,75.57300000000001
14,9,23,91,74.283
15,10,5,43,75.73899999999999
16,10,8,45,75.626
17,11,10,40,75.92699999999999
18,12,1,62,74.925
19,12,1,92,74.268
20,13,2,62,74.925
21,13,9,79,74.497
22,13,10,47,75.521
23,14,17,67,74.779
24,15,6,81,74.458
25,15,6,94,74.238
26,15,10,80,74.477
27,16,1,40,75.92699999999999
28,16,4,54,75.207
29,16,6,93,74.252
30,16,8,64,74.86399999999999
31,16,9,92,74.268
32,16,9,68,74.752
33,17,2,87,74.34899999999999
34,17,12,54,75.207
35,17,18,86,74.366
36,17,19,72,74.652
37,18,4,78,74.518
38,18,16,61,74.957
39,18,19,77,74.539
40,19,6,80,74.477
41,19,6,97,74.194
42,19,17,51,75.332
43,20,2,49,75.423
44,21,15,64,74.86399999999999
45,21,20,55,75.168
46,22,15,83,74.42
47,22,18,96,74.209
48,23,9,70,74.70100000000001
49,23,16,95,74.223
