id,source,destination,data_rates,TR
0,1,5,89,74.315
1,1,19,92,74.268
2,3,21,73,74.628
3,6,22,79,74.497
4,7,1,88,74.332
5,7,2,53,75.247
6,7,19,84,74.40100000000001
7,7,19,67,74.779
8,8,9,99,74.167
9,8,10,82,74.438
10,10,5,79,74.497
11,10,15,47,75.521
12,11,9,59,75.023
13,11,14,92,74.268
14,11,16,50,75.377
15,11,21,73,74.628
16,11,22,98,74.181
17,12,4,58,75.057
18,13,0,71,74.676
19,13,2,40,75.92699999999999
20,13,11,85,74.383
21,13,22,73,74.628
22,14,3,86,74.366
23,14,6,62,74.925
24,14,20,93,74.252
25,15,4,77,74.539
26,15,5,53,75.247
27,15,12,65,74.835
28,15,17,69,74.726
29,15,20,98,74.181
30,16,21,73,74.628
31,17,15,87,74.34899999999999
32,17,18,61,74.957
33,18,1,70,74.70100000000001
34,18,22,50,75.377
35,19,7,53,75.247
36,19,17,41,75.862
37,19,21,40,75.92699999999999
38,19,23,60,74.98899999999999
39,20,16,87,74.34899999999999
40,20,18,69,74.726
41,20,22,84,74.40100000000001
42,21,5,40,75.92699999999999
43,21,14,85,74.383
44,23,0,44,75.682
45,23,9,91,74.283
46,23,16,74,74.605
47,23,18,61,74.957
48,23,20,41,75.862
49,23,20,67,74.779
