id,source,destination,data_rates,TR
0,0,4,72,74.652
1,0,12,81,74.458
2,1,12,73,74.628
3,1,14,99,74.167
4,2,3,63,74.89399999999999
5,3,4,67,74.779
6,3,15,45,75.626
7,3,20,40,75.92699999999999
8,5,7,70,74.70100000000001
9,6,0,73,74.628
10,6,18,41,75.862
11,7,3,51,75.332
12,7,19,67,74.779
13,8,3,50,75.377
14,8,7,48,75.471
15,8,10,69,74.726
16,9,6,56,75.13
17,9,19,80,74.477
18,10,7,68,74.752
19,11,17,44,75.682
20,11,17,92,74.268
21,12,9,90,74.29899999999999
22,12,10,77,74.539
23,12,13,57,75.093
24,12,15,59,75.023
25,12,23,53,75.247
26,13,4,43,75.73899999999999
27,13,16,95,74.223
28,14,10,76,74.56
29,14,21,46,75.57300000000001
30,15,16,85,74.383
31,15,21,44,75.682
32,17,7,87,74.34899999999999
33,17,18,53,75.247
34,17,22,47,75.521
35,17,23,95,74.223
36,18,2,81,74.458
37,18,14,63,74.89399999999999
38,18,15,76,74.56
39,18,19,48,75.471
40,19,3,65,74.835
41,19,5,42,75.79899999999999
42,19,11,67,74.779
43,20,2,59,75.023
44,21,19,97,74.194
45,22,1,81,74.458
46,22,10,55,75.168
47,22,19,72,74.652
48,23,18,96,74.209
49,23,21,77,74.539
