id,source,destination,data_rates,TR
0,0,11,40,75.92699999999999
1,1,11,74,74.605
2,1,18,44,75.682
3,1,22,54,75.207
4,2,3,58,75.057
5,2,9,40,75.92699999999999
6,2,17,71,74.676
7,3,6,41,75.862
8,3,10,59,75.023
9,3,12,91,74.283
10,3,19,97,74.194
11,4,15,54,75.207
12,4,21,86,74.366
13,5,3,53,75.247
14,5,7,61,74.957
15,6,1,93,74.252
16,6,11,66,74.807
17,7,5,99,74.167
18,7,6,56,75.13
19,7,13,93,74.252
20,8,5,49,75.423
21,8,5,93,74.252
22,10,6,91,74.283
23,10,7,85,74.383
24,11,4,80,74.477
25,11,8,84,74.40100000000001
26,11,15,78,74.518
27,11,22,98,74.181
28,13,1,95,74.223
29,13,19,64,74.86399999999999
30,14,19,75,74.582
31,14,20,42,75.79899999999999
32,17,0,84,74.40100000000001
33,17,2,49,75.423
34,18,10,90,74.29899999999999
35,20,5,44,75.682
36,20,19,81,74.458
37,20,22,81,74.458
38,21,2,40,75.92699999999999
39,21,3,54,75.207
40,21,5,94,74.238
41,21,12,99,74.167
42,21,20,46,75.57300000000001
43,21,22,55,75.168
44,22,1,59,75.023
45,22,4,93,74.252
46,22,11,52,75.289
47,23,6,56,75.13
48,23,10,89,74.315
49,23,21,90,74.29899999999999
