id,source,destination,data_rates,TR
0,0,13,73,74.628
1,1,0,46,75.57300000000001
2,1,3,81,74.458
3,1,12,43,75.73899999999999
4,1,21,59,75.023
5,2,8,49,75.423
6,2,16,87,74.34899999999999
7,3,9,97,74.194
8,3,13,75,74.582
9,4,8,67,74.779
10,4,13,87,74.34899999999999
11,5,1,58,75.057
12,5,1,50,75.377
13,5,10,40,75.92699999999999
14,5,11,43,75.73899999999999
15,5,15,54,75.207
16,6,7,65,74.835
17,6,9,55,75.168
18,6,13,95,74.223
19,7,0,48,75.471
20,7,1,69,74.726
21,7,2,67,74.779
22,7,18,55,75.168
23,8,4,75,74.582
24,9,7,53,75.247
25,9,19,63,74.89399999999999
26,10,23,98,74.181
27,11,0,64,74.86399999999999
28,11,17,54,75.207
29,12,3,48,75.471
30,12,16,48,75.471
31,13,0,90,74.29899999999999
32,13,3,93,74.252
33,13,16,86,74.366
34,13,22,63,74.89399999999999
35,16,8,87,74.34899999999999
36,17,2,57,75.093
37,18,1,83,74.42
38,18,5,57,75.093
39,18,11,97,74.194
40,18,12,49,75.423
41,18,14,62,74.925
42,19,12,64,74.86399999999999
43,19,23,86,74.366
44,19,23,83,74.42
45,20,11,93,74.252
46,22,21,67,74.779
47,23,0,62,74.925
48,23,13,68,74.752
49,23,14,43,75.73899999999999
