id,source,destination,data_rates,TR
0,0,13,59,75.023
1,1,0,49,75.423
2,1,3,87,74.34899999999999
3,1,11,97,74.194
4,1,12,75,74.582
5,1,21,67,74.779
6,2,8,87,74.34899999999999
7,2,16,58,75.057
8,3,9,50,75.377
9,3,13,40,75.92699999999999
10,4,8,43,75.73899999999999
11,4,13,54,75.207
12,5,1,65,74.835
13,5,1,55,75.168
14,5,10,95,74.223
15,5,11,48,75.471
16,5,15,69,74.726
17,5,17,67,74.779
18,6,7,55,75.168
19,6,9,75,74.582
20,6,13,53,75.247
21,7,0,63,74.89399999999999
22,7,1,98,74.181
23,7,2,64,74.86399999999999
24,7,18,54,75.207
25,8,4,48,75.471
26,8,5,48,75.471
27,9,19,90,74.29899999999999
28,10,23,93,74.252
29,11,0,86,74.366
30,11,17,63,74.89399999999999
31,12,3,87,74.34899999999999
32,12,16,57,75.093
33,13,0,83,74.42
34,13,3,57,75.093
35,13,16,97,74.194
36,13,22,49,75.423
37,16,8,62,74.925
38,17,2,64,74.86399999999999
39,18,5,86,74.366
40,18,11,83,74.42
41,18,12,93,74.252
42,18,14,67,74.779
43,19,12,62,74.925
44,19,23,68,74.752
45,19,23,43,75.73899999999999
46,20,11,72,74.652
47,22,21,61,74.957
48,23,13,43,75.73899999999999
49,23,14,92,74.268
