id,source,destination,data_rates,TR
0,0,14,42,75.79899999999999
1,1,14,56,75.13
2,2,14,96,74.209
3,3,4,72,74.652
4,3,12,89,74.315
5,3,13,62,74.925
6,4,8,46,75.57300000000001
7,5,10,91,74.283
8,5,22,43,75.73899999999999
9,6,13,45,75.626
10,7,1,40,75.92699999999999
11,7,2,62,74.925
12,7,6,92,74.268
13,9,8,62,74.925
14,10,5,79,74.497
15,10,8,47,75.521
16,11,10,67,74.779
17,11,21,81,74.458
18,12,1,94,74.238
19,12,1,80,74.477
20,13,9,40,75.92699999999999
21,13,10,54,75.207
22,14,17,93,74.252
23,15,3,64,74.86399999999999
24,15,6,92,74.268
25,15,6,68,74.752
26,15,10,87,74.34899999999999
27,16,1,54,75.207
28,16,4,86,74.366
29,16,6,72,74.652
30,16,8,78,74.518
31,16,9,61,74.957
32,16,9,77,74.539
33,17,2,80,74.477
34,17,12,97,74.194
35,17,18,51,75.332
36,17,19,49,75.423
37,18,4,64,74.86399999999999
38,18,16,55,75.168
39,19,6,83,74.42
40,19,13,96,74.209
41,19,17,70,74.70100000000001
42,20,2,95,74.223
43,21,15,44,75.682
44,21,20,80,74.477
45,22,10,73,74.628
46,22,15,64,74.86399999999999
47,22,18,42,75.79899999999999
48,23,9,68,74.752
49,23,16,83,74.42
