id,source,destination,data_rates,TR
0,0,11,90,74.29899999999999
1,1,11,67,74.779
2,1,22,60,74.98899999999999
3,2,3,79,74.497
4,2,17,47,75.521
5,3,6,83,74.42
6,3,10,58,75.057
7,3,12,43,75.73899999999999
8,5,12,69,74.726
9,6,2,52,75.289
10,6,22,68,74.752
11,7,6,86,74.366
12,7,19,69,74.726
13,7,23,57,75.093
14,8,5,61,74.957
15,8,5,75,74.582
16,8,5,89,74.315
17,8,15,83,74.42
18,9,1,64,74.86399999999999
19,10,3,66,74.807
20,10,6,73,74.628
21,10,16,42,75.79899999999999
22,10,21,43,75.73899999999999
23,11,4,53,75.247
24,11,15,86,74.366
25,11,22,64,74.86399999999999
26,11,23,83,74.42
27,13,19,75,74.582
28,14,0,55,75.168
29,14,2,86,74.366
30,14,23,69,74.726
31,17,2,67,74.779
32,19,0,49,75.423
33,19,10,49,75.423
34,19,11,47,75.521
35,20,19,69,74.726
36,20,22,60,74.98899999999999
37,21,5,40,75.92699999999999
38,21,12,52,75.289
39,21,14,72,74.652
40,21,18,92,74.268
41,21,19,85,74.383
42,21,20,49,75.423
43,22,1,43,75.73899999999999
44,22,1,93,74.252
45,22,4,73,74.628
46,22,20,50,75.377
47,22,23,98,74.181
48,23,10,67,74.779
49,23,18,70,74.70100000000001
