id,source,destination,data_rates,TR
0,0,19,64,74.86399999999999
1,1,8,88,74.332
2,3,0,69,74.726
3,3,9,87,74.34899999999999
4,4,22,60,74.98899999999999
5,4,23,94,74.238
6,4,23,75,74.582
7,5,8,42,75.79899999999999
8,5,11,61,74.957
9,5,15,77,74.539
10,5,19,40,75.92699999999999
11,6,14,89,74.315
12,6,16,85,74.383
13,7,2,65,74.835
14,7,12,45,75.626
15,8,21,90,74.29899999999999
16,8,22,66,74.807
17,8,22,68,74.752
18,9,14,52,75.289
19,9,23,91,74.283
20,10,5,88,74.332
21,11,18,45,75.626
22,12,2,55,75.168
23,12,10,74,74.605
24,12,14,49,75.423
25,12,15,77,74.539
26,12,18,59,75.023
27,13,1,43,75.73899999999999
28,13,9,71,74.676
29,13,11,81,74.458
30,13,21,49,75.423
31,14,2,63,74.89399999999999
32,14,7,43,75.73899999999999
33,15,0,64,74.86399999999999
34,16,2,71,74.676
35,16,15,65,74.835
36,17,9,86,74.366
37,17,10,91,74.283
38,17,14,54,75.207
39,18,1,72,74.652
40,18,22,75,74.582
41,19,18,80,74.477
42,20,6,55,75.168
43,20,17,99,74.167
44,20,21,40,75.92699999999999
45,21,11,85,74.383
46,21,17,96,74.209
47,22,9,60,74.98899999999999
48,22,11,47,75.521
49,22,23,66,74.807
