id,source,destination,data_rates,TR
0,0,11,69,74.726
1,1,14,74,74.605
2,1,15,78,74.518
3,2,8,44,75.682
4,2,16,83,74.42
5,3,10,68,74.752
6,3,22,58,75.057
7,4,3,65,74.835
8,6,5,78,74.518
9,7,12,89,74.315
10,7,14,90,74.29899999999999
11,8,0,53,75.247
12,8,12,43,75.73899999999999
13,8,19,65,74.835
14,9,6,78,74.518
15,9,7,63,74.89399999999999
16,10,1,49,75.423
17,10,6,65,74.835
18,11,2,52,75.289
19,11,14,74,74.605
20,11,23,88,74.332
21,12,6,41,75.862
22,12,11,56,75.13
23,12,13,87,74.34899999999999
24,12,14,78,74.518
25,12,16,88,74.332
26,12,22,86,74.366
27,13,12,61,74.957
28,13,19,91,74.283
29,15,4,55,75.168
30,15,13,64,74.86399999999999
31,15,18,73,74.628
32,15,22,84,74.40100000000001
33,15,23,75,74.582
34,15,23,61,74.957
35,16,8,58,75.057
36,16,11,98,74.181
37,16,15,86,74.366
38,17,5,62,74.925
39,17,12,58,75.057
40,17,15,98,74.181
41,19,23,51,75.332
42,20,19,84,74.40100000000001
43,21,8,61,74.957
44,22,2,51,75.332
45,22,6,63,74.89399999999999
46,22,19,67,74.779
47,22,23,65,74.835
48,23,2,82,74.438
49,23,6,42,75.79899999999999
