id,source,destination,data_rates,TR
0,0,12,49,75.423
1,0,20,70,74.70100000000001
2,1,8,63,74.89399999999999
3,1,13,83,74.42
4,1,14,92,74.268
5,1,23,74,74.605
6,2,4,54,75.207
7,2,17,82,74.438
8,3,5,51,75.332
9,4,10,76,74.56
10,4,11,93,74.252
11,4,13,81,74.458
12,5,10,88,74.332
13,5,18,83,74.42
14,6,10,86,74.366
15,6,17,69,74.726
16,6,22,48,75.471
17,6,23,83,74.42
18,7,8,66,74.807
19,7,10,98,74.181
20,8,1,99,74.167
21,8,1,54,75.207
22,8,2,64,74.86399999999999
23,8,22,47,75.521
24,9,18,75,74.582
25,11,7,46,75.57300000000001
26,11,14,50,75.377
27,12,22,88,74.332
28,13,18,66,74.807
29,14,2,87,74.34899999999999
30,14,10,76,74.56
31,14,15,91,74.283
32,14,20,42,75.79899999999999
33,15,19,44,75.682
34,16,3,52,75.289
35,16,14,73,74.628
36,17,3,77,74.539
37,18,10,54,75.207
38,18,16,64,74.86399999999999
39,18,22,43,75.73899999999999
40,19,9,69,74.726
41,19,9,49,75.423
42,21,3,69,74.726
43,21,4,78,74.518
44,21,12,99,74.167
45,23,2,85,74.383
46,23,6,97,74.194
47,23,8,89,74.315
48,23,18,87,74.34899999999999
49,23,20,77,74.539
