id,source,destination,data_rates,TR
0,0,2,54,75.207
1,0,16,41,75.862
2,0,17,70,74.70100000000001
3,1,14,68,74.752
4,1,17,90,74.29899999999999
5,2,11,75,74.582
6,2,16,89,74.315
7,3,11,93,74.252
8,3,17,46,75.57300000000001
9,3,18,99,74.167
10,6,7,56,75.13
11,6,18,45,75.626
12,6,22,50,75.377
13,7,0,47,75.521
14,8,9,82,74.438
15,8,18,46,75.57300000000001
16,11,3,60,74.98899999999999
17,11,8,98,74.181
18,11,17,69,74.726
19,11,19,68,74.752
20,12,13,62,74.925
21,13,4,47,75.521
22,13,8,40,75.92699999999999
23,13,21,94,74.238
24,13,23,43,75.73899999999999
25,14,4,77,74.539
26,14,23,40,75.92699999999999
27,15,1,80,74.477
28,15,6,91,74.283
29,15,17,43,75.73899999999999
30,15,22,48,75.471
31,15,23,65,74.835
32,17,3,86,74.366
33,17,13,61,74.957
34,17,15,70,74.70100000000001
35,17,21,85,74.383
36,18,3,82,74.438
37,18,16,42,75.79899999999999
38,18,17,49,75.423
39,20,8,88,74.332
40,20,9,64,74.86399999999999
41,22,4,47,75.521
42,22,10,40,75.92699999999999
43,22,11,96,74.209
44,22,16,78,74.518
45,23,8,72,74.652
46,23,11,44,75.682
47,23,19,73,74.628
48,23,19,65,74.835
49,23,22,73,74.628
