id,source,destination,data_rates,TR
0,0,5,73,74.628
1,0,9,44,75.682
2,0,16,91,74.283
3,0,18,89,74.315
4,1,21,73,74.628
5,2,6,61,74.957
6,2,8,64,74.86399999999999
7,3,18,87,74.34899999999999
8,3,20,54,75.207
9,4,8,55,75.168
10,4,8,85,74.383
11,4,14,87,74.34899999999999
12,5,13,59,75.023
13,6,10,42,75.79899999999999
14,6,17,47,75.521
15,6,18,41,75.862
16,7,0,61,74.957
17,7,2,63,74.89399999999999
18,7,17,50,75.377
19,9,22,49,75.423
20,10,0,95,74.223
21,12,2,91,74.283
22,12,6,97,74.194
23,12,8,91,74.283
24,12,9,59,75.023
25,12,10,52,75.289
26,12,14,90,74.29899999999999
27,12,19,41,75.862
28,12,22,61,74.957
29,13,10,48,75.471
30,14,17,63,74.89399999999999
31,15,19,80,74.477
32,16,1,97,74.194
33,16,12,65,74.835
34,17,2,61,74.957
35,18,21,42,75.79899999999999
36,19,8,55,75.168
37,19,11,85,74.383
38,19,12,45,75.626
39,19,23,87,74.34899999999999
40,20,0,91,74.283
41,20,22,71,74.676
42,21,0,80,74.477
43,21,1,66,74.807
44,21,3,46,75.57300000000001
45,22,0,50,75.377
46,22,2,51,75.332
47,22,8,76,74.56
48,22,12,97,74.194
49,23,3,46,75.57300000000001
