,id,source,destination,data_rates,TR
0,0,0,5,63,74.89399999999999
1,1,4,8,68,74.752
2,2,10,11,34,76.384
3,3,2,7,76,74.56
4,4,7,11,93,74.252
5,5,4,13,37,76.14
6,6,7,9,61,74.957
7,7,7,10,49,75.423
8,8,0,5,99,74.167
9,9,2,3,73,74.628
10,10,5,10,48,75.471
11,11,3,12,39,75.995
12,12,11,12,68,74.752
13,13,6,12,88,74.332
14,14,4,10,89,74.315
15,15,2,5,89,74.315
16,16,1,12,44,75.682
17,17,8,13,68,74.752
18,18,3,8,92,74.268
19,19,7,12,38,76.066
20,20,0,9,90,74.29899999999999
21,21,8,11,93,74.252
22,22,0,3,45,75.626
23,23,9,10,35,76.29899999999999
24,24,9,10,63,74.89399999999999
25,25,4,6,89,74.315
26,26,0,11,63,74.89399999999999
27,27,1,5,59,75.023
28,28,6,8,65,74.835
29,29,7,13,38,76.066
30,30,0,4,39,75.995
31,31,6,12,91,74.283
32,32,10,13,72,74.652
33,33,2,9,48,75.471
34,34,5,9,91,74.283
35,35,2,9,34,76.384
36,36,1,8,62,74.925
37,37,7,9,81,74.458
38,38,6,9,54,75.207
39,39,2,3,58,75.057
40,40,4,12,67,74.779
41,41,3,6,93,74.252
42,42,0,9,85,74.383
43,43,0,3,34,76.384
44,44,3,12,49,75.423
45,45,2,3,56,75.13
46,46,2,8,91,74.283
47,47,2,4,59,75.023
48,48,1,4,47,75.521
49,49,3,4,72,74.652
50,50,6,7,64,74.86399999999999
51,51,1,7,93,74.252
52,52,5,11,96,74.209
53,53,3,8,88,74.332
54,54,3,7,80,74.477
55,55,1,4,82,74.438
56,56,1,6,93,74.252
57,57,5,7,34,76.384
58,58,1,13,53,75.247
59,59,4,9,30,76.771
60,60,10,11,88,74.332
61,61,6,9,66,74.807
62,62,5,12,55,75.168
63,63,10,13,46,75.57300000000001
64,64,7,8,67,74.779
65,65,5,6,50,75.377
66,66,10,12,34,76.384
67,67,0,6,36,76.218
68,68,1,13,34,76.384
69,69,11,13,59,75.023
70,70,7,8,38,76.066
71,71,3,11,61,74.957
72,72,5,12,93,74.252
73,73,3,5,55,75.168
74,74,2,12,38,76.066
75,75,1,8,70,74.70100000000001
76,76,2,12,92,74.268
77,77,0,3,54,75.207
78,78,3,10,32,76.568
79,79,2,8,40,75.92699999999999
80,80,11,12,35,76.29899999999999
81,81,4,9,82,74.438
82,82,8,10,62,74.925
83,83,3,5,77,74.539
84,84,3,10,79,74.497
85,85,7,13,70,74.70100000000001
86,86,12,13,74,74.605
87,87,4,6,92,74.268
88,88,9,13,77,74.539
89,89,6,11,92,74.268
90,90,4,10,63,74.89399999999999
91,91,11,12,40,75.92699999999999
92,92,7,13,34,76.384
93,93,10,13,80,74.477
94,94,5,9,51,75.332
95,95,2,12,77,74.539
96,96,3,11,76,74.56
97,97,9,11,67,74.779
98,98,0,2,80,74.477
99,99,1,3,65,74.835
