,id,source,destination,data_rates,TR
0,0,10,11,51,75.332
1,1,8,10,37,76.14
2,2,0,13,56,75.13
3,3,5,11,45,75.626
4,4,0,4,75,74.582
5,5,1,2,85,74.383
6,6,1,5,60,74.98899999999999
7,7,5,9,74,74.605
8,8,8,10,49,75.423
9,9,8,10,63,74.89399999999999
10,10,3,12,52,75.289
11,11,7,9,88,74.332
12,12,1,13,82,74.438
13,13,11,12,40,75.92699999999999
14,14,12,13,34,76.384
15,15,0,8,67,74.779
16,16,2,8,82,74.438
17,17,1,13,89,74.315
18,18,1,8,81,74.458
19,19,6,13,93,74.252
20,20,2,11,41,75.862
21,21,1,3,44,75.682
22,22,1,4,92,74.268
23,23,9,10,62,74.925
24,24,10,12,43,75.73899999999999
25,25,4,6,81,74.458
26,26,0,2,92,74.268
27,27,3,6,86,74.366
28,28,0,12,89,74.315
29,29,10,12,68,74.752
30,30,1,13,44,75.682
31,31,9,10,67,74.779
32,32,9,10,89,74.315
33,33,7,8,45,75.626
34,34,9,11,80,74.477
35,35,0,2,91,74.283
36,36,10,13,63,74.89399999999999
37,37,0,7,62,74.925
38,38,2,3,96,74.209
39,39,3,12,74,74.605
40,40,11,12,87,74.34899999999999
41,41,4,10,58,75.057
42,42,1,13,52,75.289
43,43,0,12,56,75.13
44,44,1,3,81,74.458
45,45,1,13,43,75.73899999999999
46,46,3,7,64,74.86399999999999
47,47,3,4,38,76.066
48,48,3,6,39,75.995
49,49,5,6,97,74.194
50,50,3,8,74,74.605
51,51,0,2,61,74.957
52,52,0,4,80,74.477
53,53,3,4,67,74.779
54,54,11,13,76,74.56
55,55,4,8,85,74.383
56,56,9,12,73,74.628
57,57,2,7,65,74.835
58,58,2,4,64,74.86399999999999
59,59,8,12,37,76.14
60,60,7,8,95,74.223
61,61,2,13,60,74.98899999999999
62,62,8,13,60,74.98899999999999
63,63,3,6,32,76.568
64,64,3,10,66,74.807
65,65,3,6,98,74.181
66,66,3,9,49,75.423
67,67,6,7,82,74.438
68,68,0,9,38,76.066
69,69,6,10,84,74.40100000000001
70,70,0,12,84,74.40100000000001
71,71,3,13,68,74.752
72,72,1,12,42,75.79899999999999
73,73,4,12,96,74.209
74,74,1,9,44,75.682
75,75,10,12,31,76.667
76,76,0,6,72,74.652
77,77,1,5,73,74.628
78,78,5,7,63,74.89399999999999
79,79,2,4,72,74.652
80,80,0,13,81,74.458
81,81,1,6,58,75.057
82,82,10,13,72,74.652
83,83,2,4,60,74.98899999999999
84,84,1,10,38,76.066
85,85,5,11,54,75.207
86,86,0,1,68,74.752
87,87,0,8,39,75.995
88,88,2,6,35,76.29899999999999
89,89,1,9,50,75.377
90,90,6,7,78,74.518
91,91,6,7,62,74.925
92,92,8,10,65,74.835
93,93,4,9,34,76.384
94,94,4,10,35,76.29899999999999
95,95,4,7,53,75.247
96,96,8,11,53,75.247
97,97,3,8,99,74.167
98,98,2,12,83,74.42
99,99,4,13,75,74.582
