,id,source,destination,data_rates,TR
0,0,11,12,71,74.676
1,1,4,11,85,74.383
2,2,11,12,55,75.168
3,3,0,4,43,75.73899999999999
4,4,1,6,70,74.70100000000001
5,5,4,6,64,74.86399999999999
6,6,5,9,59,75.023
7,7,2,9,52,75.289
8,8,5,9,99,74.167
9,9,2,10,48,75.471
10,10,8,10,70,74.70100000000001
11,11,4,8,54,75.207
12,12,5,12,52,75.289
13,13,1,12,30,76.771
14,14,0,12,77,74.539
15,15,0,4,92,74.268
16,16,8,13,59,75.023
17,17,6,12,90,74.29899999999999
18,18,7,10,97,74.194
19,19,3,8,56,75.13
20,20,0,7,44,75.682
21,21,1,3,42,75.79899999999999
22,22,1,11,51,75.332
23,23,0,8,90,74.29899999999999
24,24,8,10,67,74.779
25,25,1,3,88,74.332
26,26,5,7,37,76.14
27,27,4,7,73,74.628
28,28,1,6,70,74.70100000000001
29,29,6,13,48,75.471
30,30,5,6,30,76.771
31,31,1,2,50,75.377
32,32,3,9,88,74.332
33,33,5,13,93,74.252
34,34,2,3,100,74.154
35,35,5,7,30,76.771
36,36,10,11,82,74.438
37,37,4,10,36,76.218
38,38,6,7,74,74.605
39,39,11,13,87,74.34899999999999
40,40,9,10,88,74.332
41,41,5,10,70,74.70100000000001
42,42,11,13,48,75.471
43,43,1,3,85,74.383
44,44,4,5,42,75.79899999999999
45,45,5,8,49,75.423
46,46,7,10,30,76.771
47,47,3,6,58,75.057
48,48,0,5,31,76.667
49,49,4,6,90,74.29899999999999
50,50,0,13,44,75.682
51,51,2,11,91,74.283
52,52,6,7,33,76.47399999999999
53,53,0,12,45,75.626
54,54,7,9,33,76.47399999999999
55,55,0,5,83,74.42
56,56,7,12,79,74.497
57,57,8,11,95,74.223
58,58,1,6,94,74.238
59,59,5,6,87,74.34899999999999
60,60,12,13,100,74.154
61,61,0,4,86,74.366
62,62,0,13,52,75.289
63,63,1,9,31,76.667
64,64,4,12,82,74.438
65,65,5,12,63,74.89399999999999
66,66,6,9,57,75.093
67,67,3,13,91,74.283
68,68,5,9,34,76.384
69,69,0,4,57,75.093
70,70,1,6,40,75.92699999999999
71,71,6,12,33,76.47399999999999
72,72,2,6,79,74.497
73,73,6,12,94,74.238
74,74,8,10,57,75.093
75,75,0,10,47,75.521
76,76,4,13,94,74.238
77,77,6,9,79,74.497
78,78,4,10,93,74.252
79,79,1,10,97,74.194
80,80,9,11,96,74.209
81,81,10,12,100,74.154
82,82,4,5,58,75.057
83,83,6,8,76,74.56
84,84,7,10,88,74.332
85,85,1,7,74,74.605
86,86,0,10,79,74.497
87,87,5,7,64,74.86399999999999
88,88,0,3,66,74.807
89,89,0,4,85,74.383
90,90,0,11,32,76.568
91,91,7,12,93,74.252
92,92,2,12,81,74.458
93,93,1,9,73,74.628
94,94,2,11,83,74.42
95,95,1,4,50,75.377
96,96,7,8,44,75.682
97,97,2,8,76,74.56
98,98,2,6,95,74.223
99,99,6,9,87,74.34899999999999
