,id,source,destination,data_rates,TR
0,0,2,12,97,74.194
1,1,2,7,68,74.752
2,2,11,13,47,75.521
3,3,6,9,71,74.676
4,4,3,5,94,74.238
5,5,0,9,93,74.252
6,6,6,10,64,74.86399999999999
7,7,5,8,61,74.957
8,8,0,7,52,75.289
9,9,0,11,33,76.47399999999999
10,10,11,13,83,74.42
11,11,3,13,39,75.995
12,12,0,3,55,75.168
13,13,0,5,58,75.057
14,14,0,13,92,74.268
15,15,9,10,31,76.667
16,16,3,10,89,74.315
17,17,4,10,50,75.377
18,18,3,12,47,75.521
19,19,0,7,64,74.86399999999999
20,20,9,10,81,74.458
21,21,2,4,44,75.682
22,22,1,13,45,75.626
23,23,4,13,99,74.167
24,24,3,11,72,74.652
25,25,2,11,51,75.332
26,26,5,10,98,74.181
27,27,10,11,93,74.252
28,28,5,7,43,75.73899999999999
29,29,2,3,30,76.771
30,30,1,7,80,74.477
31,31,3,7,91,74.283
32,32,0,3,38,76.066
33,33,8,12,32,76.568
34,34,5,6,72,74.652
35,35,1,7,72,74.652
36,36,4,6,66,74.807
37,37,0,5,30,76.771
38,38,8,11,78,74.518
39,39,3,8,97,74.194
40,40,4,8,92,74.268
41,41,4,10,38,76.066
42,42,5,12,55,75.168
43,43,2,11,47,75.521
44,44,0,8,69,74.726
45,45,3,9,73,74.628
46,46,0,5,51,75.332
47,47,6,11,86,74.366
48,48,0,4,86,74.366
49,49,10,12,85,74.383
50,50,6,11,54,75.207
51,51,10,11,33,76.47399999999999
52,52,4,5,80,74.477
53,53,1,10,100,74.154
54,54,1,12,41,75.862
55,55,6,13,38,76.066
56,56,12,13,94,74.238
57,57,2,10,64,74.86399999999999
58,58,6,12,90,74.29899999999999
59,59,0,11,87,74.34899999999999
60,60,4,13,43,75.73899999999999
61,61,3,7,47,75.521
62,62,6,10,33,76.47399999999999
63,63,1,12,73,74.628
64,64,0,9,85,74.383
65,65,3,9,66,74.807
66,66,5,9,31,76.667
67,67,0,13,100,74.154
68,68,3,9,65,74.835
69,69,5,10,53,75.247
70,70,7,13,42,75.79899999999999
71,71,2,6,74,74.605
72,72,3,4,70,74.70100000000001
73,73,8,13,83,74.42
74,74,6,7,40,75.92699999999999
75,75,1,11,55,75.168
76,76,6,13,40,75.92699999999999
77,77,2,4,90,74.29899999999999
78,78,2,3,53,75.247
79,79,0,1,49,75.423
80,80,2,12,30,76.771
81,81,3,7,86,74.366
82,82,2,5,65,74.835
83,83,2,4,68,74.752
84,84,1,11,91,74.283
85,85,10,11,81,74.458
86,86,8,11,77,74.539
87,87,3,4,42,75.79899999999999
88,88,3,11,69,74.726
89,89,4,10,98,74.181
90,90,3,12,72,74.652
91,91,1,13,87,74.34899999999999
92,92,12,13,99,74.167
93,93,1,5,92,74.268
94,94,8,11,45,75.626
95,95,0,3,32,76.568
96,96,2,8,62,74.925
97,97,6,12,30,76.771
98,98,5,9,63,74.89399999999999
99,99,1,4,97,74.194
