,id,source,destination,data_rates,TR
0,0,5,9,41,75.862
1,1,2,5,82,74.438
2,2,0,11,74,74.605
3,3,10,12,72,74.652
4,4,7,12,47,75.521
5,5,1,2,50,75.377
6,6,2,13,86,74.366
7,7,3,10,71,74.676
8,8,6,11,51,75.332
9,9,8,12,51,75.332
10,10,11,12,45,75.626
11,11,6,9,65,74.835
12,12,5,7,70,74.70100000000001
13,13,8,9,34,76.384
14,14,2,12,41,75.862
15,15,9,10,66,74.807
16,16,7,9,68,74.752
17,17,9,11,66,74.807
18,18,3,6,38,76.066
19,19,0,7,41,75.862
20,20,9,11,59,75.023
21,21,5,6,79,74.497
22,22,6,12,85,74.383
23,23,4,11,75,74.582
24,24,12,13,71,74.676
25,25,1,4,99,74.167
26,26,6,8,67,74.779
27,27,1,4,50,75.377
28,28,0,8,43,75.73899999999999
29,29,5,8,45,75.626
30,30,4,9,61,74.957
31,31,7,8,70,74.70100000000001
32,32,0,5,95,74.223
33,33,0,5,52,75.289
34,34,4,12,49,75.423
35,35,6,13,73,74.628
36,36,1,5,45,75.626
37,37,4,7,42,75.79899999999999
38,38,4,11,31,76.667
39,39,5,6,66,74.807
40,40,0,4,30,76.771
41,41,1,13,69,74.726
42,42,1,5,69,74.726
43,43,4,7,35,76.29899999999999
44,44,6,10,58,75.057
45,45,9,12,84,74.40100000000001
46,46,0,3,70,74.70100000000001
47,47,7,13,58,75.057
48,48,8,10,67,74.779
49,49,3,10,57,75.093
50,50,2,11,34,76.384
51,51,0,7,85,74.383
52,52,1,4,84,74.40100000000001
53,53,5,12,70,74.70100000000001
54,54,4,12,73,74.628
55,55,5,11,71,74.676
56,56,3,8,73,74.628
57,57,7,10,47,75.521
58,58,3,9,86,74.366
59,59,9,10,80,74.477
60,60,0,7,82,74.438
61,61,5,8,39,75.995
62,62,7,11,30,76.771
63,63,2,7,82,74.438
64,64,4,7,87,74.34899999999999
65,65,8,11,70,74.70100000000001
66,66,4,7,33,76.47399999999999
67,67,7,10,52,75.289
68,68,4,12,96,74.209
69,69,8,13,90,74.29899999999999
70,70,3,8,78,74.518
71,71,0,9,41,75.862
72,72,9,13,78,74.518
73,73,3,6,35,76.29899999999999
74,74,4,6,69,74.726
75,75,5,13,62,74.925
76,76,0,5,77,74.539
77,77,2,8,60,74.98899999999999
78,78,7,10,32,76.568
79,79,0,1,61,74.957
80,80,0,5,63,74.89399999999999
81,81,1,13,30,76.771
82,82,2,10,72,74.652
83,83,7,9,51,75.332
84,84,1,6,88,74.332
85,85,3,4,95,74.223
86,86,6,7,48,75.471
87,87,7,13,51,75.332
88,88,4,8,36,76.218
89,89,9,12,81,74.458
90,90,9,12,80,74.477
91,91,5,7,74,74.605
92,92,9,11,56,75.13
93,93,9,10,74,74.605
94,94,2,9,66,74.807
95,95,12,13,76,74.56
96,96,9,10,91,74.283
97,97,2,11,53,75.247
98,98,7,9,69,74.726
99,99,2,7,32,76.568
