,id,source,destination,data_rates,TR
0,0,6,11,99,74.167
1,1,8,9,93,74.252
2,2,1,12,91,74.283
3,3,4,5,86,74.366
4,4,3,8,69,74.726
5,5,2,9,59,75.023
6,6,8,9,39,75.995
7,7,11,13,76,74.56
8,8,5,8,91,74.283
9,9,1,5,49,75.423
10,10,0,12,89,74.315
11,11,4,11,35,76.29899999999999
12,12,2,7,56,75.13
13,13,1,13,49,75.423
14,14,4,9,40,75.92699999999999
15,15,1,5,74,74.605
16,16,5,12,52,75.289
17,17,0,6,98,74.181
18,18,0,4,65,74.835
19,19,2,4,82,74.438
20,20,0,8,30,76.771
21,21,9,10,72,74.652
22,22,8,10,70,74.70100000000001
23,23,3,4,87,74.34899999999999
24,24,1,4,76,74.56
25,25,3,7,92,74.268
26,26,3,5,94,74.238
27,27,6,10,40,75.92699999999999
28,28,3,4,43,75.73899999999999
29,29,10,12,86,74.366
30,30,9,11,34,76.384
31,31,10,12,57,75.093
32,32,2,9,51,75.332
33,33,2,4,82,74.438
34,34,8,13,37,76.14
35,35,1,8,86,74.366
36,36,0,12,85,74.383
37,37,4,6,67,74.779
38,38,9,11,47,75.521
39,39,3,4,35,76.29899999999999
40,40,1,8,74,74.605
41,41,0,8,31,76.667
42,42,9,13,34,76.384
43,43,4,13,39,75.995
44,44,2,12,61,74.957
45,45,5,11,77,74.539
46,46,7,10,90,74.29899999999999
47,47,2,8,65,74.835
48,48,6,7,33,76.47399999999999
49,49,1,7,52,75.289
50,50,10,13,75,74.582
51,51,6,8,85,74.383
52,52,1,4,50,75.377
53,53,3,8,65,74.835
54,54,5,8,88,74.332
55,55,9,13,72,74.652
56,56,4,7,68,74.752
57,57,5,8,53,75.247
58,58,5,12,59,75.023
59,59,9,13,86,74.366
60,60,1,2,54,75.207
61,61,3,4,62,74.925
62,62,2,6,56,75.13
63,63,6,7,78,74.518
64,64,9,10,70,74.70100000000001
65,65,3,12,76,74.56
66,66,7,11,64,74.86399999999999
67,67,2,7,58,75.057
68,68,4,9,63,74.89399999999999
69,69,2,13,34,76.384
70,70,9,10,59,75.023
71,71,5,12,98,74.181
72,72,7,13,85,74.383
73,73,0,11,81,74.458
74,74,2,3,84,74.40100000000001
75,75,6,13,83,74.42
76,76,1,8,89,74.315
77,77,0,4,84,74.40100000000001
78,78,3,7,99,74.167
79,79,10,11,37,76.14
80,80,1,12,58,75.057
81,81,4,10,64,74.86399999999999
82,82,2,10,48,75.471
83,83,0,3,32,76.568
84,84,3,13,99,74.167
85,85,7,13,81,74.458
86,86,1,12,40,75.92699999999999
87,87,0,5,40,75.92699999999999
88,88,1,11,80,74.477
89,89,5,11,57,75.093
90,90,2,7,35,76.29899999999999
91,91,5,11,59,75.023
92,92,0,2,40,75.92699999999999
93,93,6,9,86,74.366
94,94,2,13,96,74.209
95,95,0,4,30,76.771
96,96,3,4,76,74.56
97,97,6,9,78,74.518
98,98,9,12,48,75.471
99,99,11,13,89,74.315
