,id,source,destination,data_rates,TR
0,0,5,7,55,75.168
1,1,3,7,74,74.605
2,2,3,5,90,74.29899999999999
3,3,2,3,38,76.066
4,4,9,11,42,75.79899999999999
5,5,5,13,97,74.194
6,6,0,10,99,74.167
7,7,0,8,47,75.521
8,8,0,2,50,75.377
9,9,9,12,89,74.315
10,10,2,11,86,74.366
11,11,3,6,56,75.13
12,12,4,11,55,75.168
13,13,1,5,49,75.423
14,14,0,3,48,75.471
15,15,5,10,100,74.154
16,16,3,9,33,76.47399999999999
17,17,1,7,78,74.518
18,18,1,6,65,74.835
19,19,6,7,38,76.066
20,20,6,12,62,74.925
21,21,4,8,81,74.458
22,22,4,6,98,74.181
23,23,3,5,67,74.779
24,24,4,9,96,74.209
25,25,6,10,100,74.154
26,26,2,4,63,74.89399999999999
27,27,7,9,55,75.168
28,28,0,7,36,76.218
29,29,3,10,89,74.315
30,30,3,4,59,75.023
31,31,9,11,83,74.42
32,32,3,6,69,74.726
33,33,10,12,63,74.89399999999999
34,34,3,4,48,75.471
35,35,1,11,39,75.995
36,36,8,12,35,76.29899999999999
37,37,3,12,90,74.29899999999999
38,38,3,6,53,75.247
39,39,4,9,77,74.539
40,40,1,11,37,76.14
41,41,1,12,71,74.676
42,42,1,8,38,76.066
43,43,4,11,47,75.521
44,44,7,13,59,75.023
45,45,8,10,80,74.477
46,46,5,9,91,74.283
47,47,11,13,87,74.34899999999999
48,48,11,13,46,75.57300000000001
49,49,5,13,54,75.207
50,50,7,9,98,74.181
51,51,2,9,51,75.332
52,52,7,9,40,75.92699999999999
53,53,0,5,82,74.438
54,54,2,10,50,75.377
55,55,2,10,53,75.247
56,56,0,12,30,76.771
57,57,11,13,70,74.70100000000001
58,58,3,5,61,74.957
59,59,3,4,41,75.862
60,60,7,9,79,74.497
61,61,3,7,68,74.752
62,62,4,11,48,75.471
63,63,5,10,57,75.093
64,64,0,4,47,75.521
65,65,3,4,71,74.676
66,66,10,13,33,76.47399999999999
67,67,4,13,72,74.652
68,68,9,13,32,76.568
69,69,10,11,91,74.283
70,70,6,12,54,75.207
71,71,4,8,37,76.14
72,72,7,13,72,74.652
73,73,0,1,74,74.605
74,74,6,11,85,74.383
75,75,0,10,82,74.438
76,76,0,5,86,74.366
77,77,1,5,76,74.56
78,78,3,11,94,74.238
79,79,0,1,73,74.628
80,80,8,11,82,74.438
81,81,3,11,80,74.477
82,82,1,2,78,74.518
83,83,1,11,95,74.223
84,84,0,6,98,74.181
85,85,1,7,53,75.247
86,86,3,10,36,76.218
87,87,3,9,87,74.34899999999999
88,88,2,9,78,74.518
89,89,3,8,42,75.79899999999999
90,90,2,7,64,74.86399999999999
91,91,4,11,96,74.209
92,92,12,13,39,75.995
93,93,6,9,76,74.56
94,94,2,10,43,75.73899999999999
95,95,4,11,74,74.605
96,96,2,12,74,74.605
97,97,2,11,61,74.957
98,98,3,6,76,74.56
99,99,6,11,61,74.957
