,id,source,destination,data_rates,TR
0,0,3,7,92,74.268
1,1,2,8,73,74.628
2,2,3,9,93,74.252
3,3,7,8,44,75.682
4,4,6,12,48,75.471
5,5,12,13,30,76.771
6,6,1,7,36,76.218
7,7,2,12,72,74.652
8,8,6,8,51,75.332
9,9,1,3,85,74.383
10,10,2,7,75,74.582
11,11,7,11,42,75.79899999999999
12,12,1,8,50,75.377
13,13,2,7,39,75.995
14,14,3,10,70,74.70100000000001
15,15,2,10,40,75.92699999999999
16,16,0,7,90,74.29899999999999
17,17,3,13,32,76.568
18,18,1,13,90,74.29899999999999
19,19,4,10,46,75.57300000000001
20,20,0,3,83,74.42
21,21,5,6,34,76.384
22,22,3,6,80,74.477
23,23,5,9,43,75.73899999999999
24,24,2,5,100,74.154
25,25,2,4,66,74.807
26,26,3,7,68,74.752
27,27,4,9,49,75.423
28,28,0,12,56,75.13
29,29,0,12,66,74.807
30,30,1,9,66,74.807
31,31,0,10,63,74.89399999999999
32,32,0,9,40,75.92699999999999
33,33,1,6,45,75.626
34,34,5,13,75,74.582
35,35,4,8,73,74.628
36,36,4,6,42,75.79899999999999
37,37,10,11,91,74.283
38,38,5,9,67,74.779
39,39,6,9,99,74.167
40,40,3,6,50,75.377
41,41,1,11,97,74.194
42,42,10,11,73,74.628
43,43,7,10,85,74.383
44,44,6,13,34,76.384
45,45,0,6,71,74.676
46,46,9,11,93,74.252
47,47,5,10,66,74.807
48,48,10,12,67,74.779
49,49,4,8,86,74.366
50,50,2,5,76,74.56
51,51,0,9,62,74.925
52,52,3,6,69,74.726
53,53,2,11,82,74.438
54,54,8,10,66,74.807
55,55,11,13,38,76.066
56,56,0,5,49,75.423
57,57,2,10,95,74.223
58,58,12,13,71,74.676
59,59,3,5,68,74.752
60,60,2,12,96,74.209
61,61,0,10,48,75.471
62,62,4,12,94,74.238
63,63,1,2,69,74.726
64,64,2,12,82,74.438
65,65,10,11,78,74.518
66,66,6,7,39,75.995
67,67,1,11,99,74.167
68,68,6,11,60,74.98899999999999
69,69,2,7,35,76.29899999999999
70,70,2,11,37,76.14
71,71,3,12,99,74.167
72,72,1,7,70,74.70100000000001
73,73,2,4,64,74.86399999999999
74,74,2,4,75,74.582
75,75,3,7,45,75.626
76,76,3,11,79,74.497
77,77,9,13,47,75.521
78,78,8,9,74,74.605
79,79,2,4,98,74.181
80,80,10,13,81,74.458
81,81,6,9,98,74.181
82,82,8,11,84,74.40100000000001
83,83,4,6,67,74.779
84,84,0,5,61,74.957
85,85,10,13,75,74.582
86,86,5,12,51,75.332
87,87,0,6,61,74.957
88,88,11,13,77,74.539
89,89,2,4,88,74.332
90,90,10,12,52,75.289
91,91,1,4,76,74.56
92,92,0,1,65,74.835
93,93,8,12,41,75.862
94,94,8,10,51,75.332
95,95,2,8,37,76.14
96,96,0,9,91,74.283
97,97,5,8,78,74.518
98,98,3,4,88,74.332
99,99,9,13,97,74.194
