,id,source,destination,data_rates,TR
0,0,7,13,73,74.628
1,1,4,13,49,75.423
2,2,7,12,83,74.42
3,3,10,12,64,74.86399999999999
4,4,5,10,86,74.366
5,5,5,8,67,74.779
6,6,5,9,72,74.652
7,7,0,6,45,75.626
8,8,10,11,55,75.168
9,9,9,10,51,75.332
10,10,6,7,90,74.29899999999999
11,11,2,6,99,74.167
12,12,2,9,74,74.605
13,13,0,7,93,74.252
14,14,4,6,99,74.167
15,15,5,6,75,74.582
16,16,6,10,86,74.366
17,17,0,1,58,75.057
18,18,1,4,64,74.86399999999999
19,19,3,10,34,76.384
20,20,2,10,87,74.34899999999999
21,21,10,12,54,75.207
22,22,9,13,90,74.29899999999999
23,23,10,13,100,74.154
24,24,1,7,64,74.86399999999999
25,25,1,3,55,75.168
26,26,4,11,33,76.47399999999999
27,27,4,12,94,74.238
28,28,6,7,80,74.477
29,29,2,5,61,74.957
30,30,2,13,98,74.181
31,31,2,8,81,74.458
32,32,0,12,76,74.56
33,33,0,8,66,74.807
34,34,4,8,92,74.268
35,35,2,6,34,76.384
36,36,12,13,63,74.89399999999999
37,37,6,9,52,75.289
38,38,4,11,43,75.73899999999999
39,39,6,9,40,75.92699999999999
40,40,11,12,94,74.238
41,41,3,6,35,76.29899999999999
42,42,9,12,98,74.181
43,43,9,10,79,74.497
44,44,8,9,30,76.771
45,45,0,5,30,76.771
46,46,2,10,90,74.29899999999999
47,47,2,4,63,74.89399999999999
48,48,5,8,89,74.315
49,49,0,13,45,75.626
50,50,2,12,87,74.34899999999999
51,51,8,11,47,75.521
52,52,1,11,100,74.154
53,53,0,3,96,74.209
54,54,12,13,69,74.726
55,55,5,6,94,74.238
56,56,1,11,75,74.582
57,57,3,7,85,74.383
58,58,6,10,70,74.70100000000001
59,59,4,9,43,75.73899999999999
60,60,3,7,94,74.238
61,61,4,13,66,74.807
62,62,1,5,100,74.154
63,63,7,11,56,75.13
64,64,7,12,44,75.682
65,65,3,12,81,74.458
66,66,6,12,52,75.289
67,67,3,4,38,76.066
68,68,6,10,93,74.252
69,69,1,3,79,74.497
70,70,4,5,96,74.209
71,71,5,11,59,75.023
72,72,1,2,87,74.34899999999999
73,73,0,6,87,74.34899999999999
74,74,2,8,55,75.168
75,75,3,8,94,74.238
76,76,6,12,50,75.377
77,77,0,12,41,75.862
78,78,9,11,62,74.925
79,79,1,9,47,75.521
80,80,2,12,30,76.771
81,81,3,6,73,74.628
82,82,11,12,76,74.56
83,83,1,5,76,74.56
84,84,8,13,78,74.518
85,85,4,9,90,74.29899999999999
86,86,2,7,32,76.568
87,87,9,10,78,74.518
88,88,4,8,70,74.70100000000001
89,89,3,10,79,74.497
90,90,7,11,93,74.252
91,91,2,10,48,75.471
92,92,11,12,34,76.384
93,93,4,9,52,75.289
94,94,7,8,86,74.366
95,95,5,12,65,74.835
96,96,1,7,61,74.957
97,97,7,13,41,75.862
98,98,8,11,48,75.471
99,99,0,4,78,74.518
