,id,source,destination,data_rates,TR
0,0,3,6,71,74.676
1,1,0,9,68,74.752
2,2,4,13,91,74.283
3,3,3,10,48,75.471
4,4,6,7,52,75.289
5,5,6,7,38,76.066
6,6,5,9,96,74.209
7,7,0,4,75,74.582
8,8,0,7,64,74.86399999999999
9,9,2,7,75,74.582
10,10,4,7,68,74.752
11,11,5,10,75,74.582
12,12,3,5,68,74.752
13,13,7,12,81,74.458
14,14,6,9,67,74.779
15,15,11,12,100,74.154
16,16,4,7,45,75.626
17,17,2,7,37,76.14
18,18,0,10,37,76.14
19,19,5,6,34,76.384
20,20,7,8,58,75.057
21,21,3,6,61,74.957
22,22,0,9,55,75.168
23,23,1,13,84,74.40100000000001
24,24,1,2,74,74.605
25,25,2,3,84,74.40100000000001
26,26,3,8,96,74.209
27,27,4,6,99,74.167
28,28,3,9,43,75.73899999999999
29,29,8,12,39,75.995
30,30,4,6,79,74.497
31,31,10,11,36,76.218
32,32,5,9,67,74.779
33,33,10,13,67,74.779
34,34,1,10,91,74.283
35,35,5,12,64,74.86399999999999
36,36,2,4,57,75.093
37,37,5,12,77,74.539
38,38,6,7,82,74.438
39,39,0,7,66,74.807
40,40,1,12,54,75.207
41,41,1,9,40,75.92699999999999
42,42,5,11,71,74.676
43,43,8,9,48,75.471
44,44,2,9,33,76.47399999999999
45,45,7,9,83,74.42
46,46,5,12,47,75.521
47,47,0,1,61,74.957
48,48,4,13,78,74.518
49,49,2,13,55,75.168
50,50,9,12,82,74.438
51,51,0,1,58,75.057
52,52,3,10,78,74.518
53,53,3,6,79,74.497
54,54,3,9,61,74.957
55,55,7,8,31,76.667
56,56,2,7,53,75.247
57,57,7,9,60,74.98899999999999
58,58,3,10,49,75.423
59,59,0,4,43,75.73899999999999
60,60,1,5,88,74.332
61,61,6,9,60,74.98899999999999
62,62,3,11,93,74.252
63,63,1,2,57,75.093
64,64,2,9,84,74.40100000000001
65,65,5,6,58,75.057
66,66,1,6,87,74.34899999999999
67,67,6,11,83,74.42
68,68,1,11,56,75.13
69,69,9,12,45,75.626
70,70,1,13,86,74.366
71,71,6,13,97,74.194
72,72,1,6,53,75.247
73,73,2,4,77,74.539
74,74,0,9,61,74.957
75,75,4,11,89,74.315
76,76,5,13,84,74.40100000000001
77,77,4,8,41,75.862
78,78,3,6,91,74.283
79,79,5,9,100,74.154
80,80,5,9,66,74.807
81,81,5,12,92,74.268
82,82,5,8,71,74.676
83,83,10,12,40,75.92699999999999
84,84,1,8,44,75.682
85,85,6,8,58,75.057
86,86,1,10,83,74.42
87,87,0,11,88,74.332
88,88,5,6,86,74.366
89,89,3,8,52,75.289
90,90,3,9,67,74.779
91,91,5,11,36,76.218
92,92,7,8,37,76.14
93,93,2,9,39,75.995
94,94,5,11,78,74.518
95,95,3,5,65,74.835
96,96,8,9,43,75.73899999999999
97,97,7,13,65,74.835
98,98,1,12,40,75.92699999999999
99,99,5,6,33,76.47399999999999
