,id,source,destination,data_rates,TR
0,0,5,12,89,74.315
1,1,3,7,71,74.676
2,2,6,7,97,74.194
3,3,1,12,34,76.384
4,4,0,1,71,74.676
5,5,4,7,50,75.377
6,6,2,3,88,74.332
7,7,10,12,43,75.73899999999999
8,8,9,11,61,74.957
9,9,2,13,57,75.093
10,10,0,3,88,74.332
11,11,5,12,78,74.518
12,12,8,9,44,75.682
13,13,11,12,52,75.289
14,14,0,6,39,75.995
15,15,3,8,77,74.539
16,16,4,12,70,74.70100000000001
17,17,5,13,42,75.79899999999999
18,18,6,9,40,75.92699999999999
19,19,5,10,63,74.89399999999999
20,20,6,10,94,74.238
21,21,2,12,69,74.726
22,22,4,11,32,76.568
23,23,0,11,33,76.47399999999999
24,24,0,6,87,74.34899999999999
25,25,11,13,62,74.925
26,26,2,3,57,75.093
27,27,4,13,86,74.366
28,28,10,13,55,75.168
29,29,1,5,67,74.779
30,30,1,6,80,74.477
31,31,2,9,91,74.283
32,32,9,13,53,75.247
33,33,2,13,76,74.56
34,34,1,13,99,74.167
35,35,1,2,35,76.29899999999999
36,36,3,4,71,74.676
37,37,2,12,59,75.023
38,38,0,12,51,75.332
39,39,3,7,48,75.471
40,40,0,9,83,74.42
41,41,5,6,100,74.154
42,42,0,1,43,75.73899999999999
43,43,4,11,85,74.383
44,44,7,9,43,75.73899999999999
45,45,1,10,100,74.154
46,46,3,8,86,74.366
47,47,4,10,60,74.98899999999999
48,48,0,6,81,74.458
49,49,3,13,65,74.835
50,50,5,9,87,74.34899999999999
51,51,1,9,55,75.168
52,52,8,9,35,76.29899999999999
53,53,11,12,71,74.676
54,54,8,10,94,74.238
55,55,4,5,43,75.73899999999999
56,56,2,3,60,74.98899999999999
57,57,6,11,83,74.42
58,58,1,10,32,76.568
59,59,10,13,97,74.194
60,60,5,7,84,74.40100000000001
61,61,4,13,69,74.726
62,62,1,4,43,75.73899999999999
63,63,0,9,65,74.835
64,64,1,12,66,74.807
65,65,8,11,100,74.154
66,66,9,11,90,74.29899999999999
67,67,6,7,98,74.181
68,68,6,9,78,74.518
69,69,1,9,58,75.057
70,70,4,11,96,74.209
71,71,7,11,64,74.86399999999999
72,72,3,4,46,75.57300000000001
73,73,11,13,58,75.057
74,74,0,9,80,74.477
75,75,2,7,69,74.726
76,76,4,5,83,74.42
77,77,0,6,100,74.154
78,78,6,10,98,74.181
79,79,4,9,67,74.779
80,80,4,7,98,74.181
81,81,7,13,38,76.066
82,82,8,11,33,76.47399999999999
83,83,7,9,51,75.332
84,84,2,6,71,74.676
85,85,3,9,67,74.779
86,86,6,12,93,74.252
87,87,0,10,68,74.752
88,88,0,10,60,74.98899999999999
89,89,1,13,68,74.752
90,90,4,6,80,74.477
91,91,11,12,31,76.667
92,92,6,8,86,74.366
93,93,2,6,40,75.92699999999999
94,94,2,4,63,74.89399999999999
95,95,8,10,48,75.471
96,96,9,11,56,75.13
97,97,5,9,76,74.56
98,98,1,12,42,75.79899999999999
99,99,0,9,49,75.423
