,id,source,destination,data_rates,TR
0,0,9,12,89,74.315
1,1,4,13,87,74.34899999999999
2,2,6,7,90,74.29899999999999
3,3,6,11,56,75.13
4,4,2,13,57,75.093
5,5,1,11,91,74.283
6,6,0,4,62,74.925
7,7,3,10,70,74.70100000000001
8,8,5,9,79,74.497
9,9,2,3,98,74.181
10,10,4,6,68,74.752
11,11,1,11,75,74.582
12,12,2,5,70,74.70100000000001
13,13,5,10,95,74.223
14,14,9,10,91,74.283
15,15,8,11,42,75.79899999999999
16,16,1,8,42,75.79899999999999
17,17,3,4,47,75.521
18,18,8,13,83,74.42
19,19,1,12,44,75.682
20,20,10,13,99,74.167
21,21,5,7,80,74.477
22,22,1,4,42,75.79899999999999
23,23,7,13,90,74.29899999999999
24,24,5,10,94,74.238
25,25,4,8,98,74.181
26,26,1,11,70,74.70100000000001
27,27,0,4,69,74.726
28,28,1,10,42,75.79899999999999
29,29,2,10,66,74.807
30,30,5,8,68,74.752
31,31,11,13,41,75.862
32,32,1,7,65,74.835
33,33,6,12,67,74.779
34,34,8,13,44,75.682
35,35,3,10,74,74.605
36,36,1,3,31,76.667
37,37,7,11,52,75.289
38,38,3,11,67,74.779
39,39,0,11,53,75.247
40,40,8,12,72,74.652
41,41,5,8,55,75.168
42,42,0,9,39,75.995
43,43,9,11,94,74.238
44,44,0,4,75,74.582
45,45,0,4,76,74.56
46,46,11,13,77,74.539
47,47,5,13,82,74.438
48,48,2,12,89,74.315
49,49,3,13,66,74.807
50,50,6,13,40,75.92699999999999
51,51,0,5,57,75.093
52,52,6,10,88,74.332
53,53,6,7,42,75.79899999999999
54,54,3,9,53,75.247
55,55,4,11,98,74.181
56,56,2,8,87,74.34899999999999
57,57,1,4,45,75.626
58,58,3,4,100,74.154
59,59,9,12,34,76.384
60,60,1,9,60,74.98899999999999
61,61,2,10,58,75.057
62,62,2,7,58,75.057
63,63,0,8,37,76.14
64,64,4,5,60,74.98899999999999
65,65,7,13,73,74.628
66,66,9,11,100,74.154
67,67,6,9,45,75.626
68,68,2,12,55,75.168
69,69,2,5,48,75.471
70,70,5,13,50,75.377
71,71,8,13,43,75.73899999999999
72,72,9,13,31,76.667
73,73,0,8,61,74.957
74,74,3,11,47,75.521
75,75,0,12,91,74.283
76,76,1,12,67,74.779
77,77,8,13,94,74.238
78,78,1,6,99,74.167
79,79,0,12,71,74.676
80,80,4,8,38,76.066
81,81,2,6,95,74.223
82,82,2,12,72,74.652
83,83,7,10,92,74.268
84,84,8,9,60,74.98899999999999
85,85,5,12,73,74.628
86,86,3,5,35,76.29899999999999
87,87,5,9,95,74.223
88,88,1,8,75,74.582
89,89,5,7,37,76.14
90,90,5,12,79,74.497
91,91,4,13,58,75.057
92,92,2,9,36,76.218
93,93,2,11,45,75.626
94,94,1,4,47,75.521
95,95,7,10,46,75.57300000000001
96,96,3,12,79,74.497
97,97,2,10,83,74.42
98,98,7,8,68,74.752
99,99,1,10,69,74.726
