,id,source,destination,data_rates,TR
0,0,1,7,82,74.438
1,1,0,7,92,74.268
2,2,4,12,49,75.423
3,3,1,13,90,74.29899999999999
4,4,4,12,88,74.332
5,5,0,4,92,74.268
6,6,9,10,33,76.47399999999999
7,7,1,4,47,75.521
8,8,6,9,90,74.29899999999999
9,9,0,11,97,74.194
10,10,3,11,39,75.995
11,11,6,11,51,75.332
12,12,4,7,33,76.47399999999999
13,13,5,8,68,74.752
14,14,10,13,61,74.957
15,15,1,11,43,75.73899999999999
16,16,5,8,44,75.682
17,17,6,11,36,76.218
18,18,8,10,30,76.771
19,19,5,12,43,75.73899999999999
20,20,11,12,76,74.56
21,21,0,1,72,74.652
22,22,0,8,96,74.209
23,23,4,10,75,74.582
24,24,2,8,61,74.957
25,25,5,6,56,75.13
26,26,0,12,30,76.771
27,27,4,11,45,75.626
28,28,8,11,61,74.957
29,29,0,12,54,75.207
30,30,2,11,39,75.995
31,31,0,9,36,76.218
32,32,1,5,30,76.771
33,33,5,6,86,74.366
34,34,9,13,50,75.377
35,35,6,11,80,74.477
36,36,0,1,61,74.957
37,37,3,9,51,75.332
38,38,4,9,48,75.471
39,39,2,10,49,75.423
40,40,0,3,35,76.29899999999999
41,41,5,12,86,74.366
42,42,5,12,51,75.332
43,43,2,12,33,76.47399999999999
44,44,3,7,53,75.247
45,45,4,7,91,74.283
46,46,0,5,40,75.92699999999999
47,47,1,10,51,75.332
48,48,3,6,67,74.779
49,49,0,13,68,74.752
50,50,11,13,86,74.366
51,51,8,10,34,76.384
52,52,9,13,89,74.315
53,53,8,12,96,74.209
54,54,2,13,83,74.42
55,55,2,12,38,76.066
56,56,0,3,38,76.066
57,57,7,8,51,75.332
58,58,2,10,56,75.13
59,59,1,7,76,74.56
60,60,5,13,90,74.29899999999999
61,61,1,8,85,74.383
62,62,0,11,79,74.497
63,63,10,11,63,74.89399999999999
64,64,8,10,57,75.093
65,65,8,11,68,74.752
66,66,0,12,72,74.652
67,67,1,9,34,76.384
68,68,8,9,95,74.223
69,69,7,11,64,74.86399999999999
70,70,2,3,35,76.29899999999999
71,71,2,6,54,75.207
72,72,2,12,68,74.752
73,73,3,6,72,74.652
74,74,0,6,85,74.383
75,75,10,12,76,74.56
76,76,7,9,76,74.56
77,77,5,10,71,74.676
78,78,11,12,50,75.377
79,79,0,12,85,74.383
80,80,4,5,67,74.779
81,81,4,7,63,74.89399999999999
82,82,0,13,38,76.066
83,83,5,9,89,74.315
84,84,3,5,41,75.862
85,85,5,13,84,74.40100000000001
86,86,6,7,33,76.47399999999999
87,87,2,5,84,74.40100000000001
88,88,7,13,54,75.207
89,89,7,8,62,74.925
90,90,11,13,33,76.47399999999999
91,91,5,6,50,75.377
92,92,2,11,82,74.438
93,93,1,2,95,74.223
94,94,11,12,83,74.42
95,95,6,8,40,75.92699999999999
96,96,6,13,54,75.207
97,97,1,5,93,74.252
98,98,1,10,40,75.92699999999999
99,99,9,11,90,74.29899999999999
