,id,source,destination,data_rates,TR
0,0,2,3,69,74.726
1,1,2,10,89,74.315
2,2,7,9,33,76.47399999999999
3,3,3,8,83,74.42
4,4,0,6,77,74.539
5,5,0,5,92,74.268
6,6,4,7,53,75.247
7,7,6,13,66,74.807
8,8,5,6,62,74.925
9,9,9,13,42,75.79899999999999
10,10,7,9,90,74.29899999999999
11,11,6,12,33,76.47399999999999
12,12,2,7,67,74.779
13,13,4,6,46,75.57300000000001
14,14,5,9,94,74.238
15,15,4,5,68,74.752
16,16,5,11,37,76.14
17,17,1,10,90,74.29899999999999
18,18,11,13,33,76.47399999999999
19,19,0,8,40,75.92699999999999
20,20,3,5,45,75.626
21,21,11,13,85,74.383
22,22,3,12,55,75.168
23,23,5,6,31,76.667
24,24,0,2,89,74.315
25,25,6,13,55,75.168
26,26,6,11,85,74.383
27,27,1,8,92,74.268
28,28,3,4,78,74.518
29,29,1,12,68,74.752
30,30,0,8,93,74.252
31,31,1,9,37,76.14
32,32,3,12,36,76.218
33,33,4,5,32,76.568
34,34,8,9,53,75.247
35,35,3,5,41,75.862
36,36,3,4,100,74.154
37,37,10,12,59,75.023
38,38,2,8,83,74.42
39,39,0,13,79,74.497
40,40,6,7,84,74.40100000000001
41,41,9,12,94,74.238
42,42,3,12,52,75.289
43,43,4,5,44,75.682
44,44,0,1,35,76.29899999999999
45,45,1,6,71,74.676
46,46,7,8,68,74.752
47,47,5,6,75,74.582
48,48,7,10,72,74.652
49,49,8,9,61,74.957
50,50,5,13,41,75.862
51,51,0,8,84,74.40100000000001
52,52,7,11,99,74.167
53,53,0,13,40,75.92699999999999
54,54,4,10,88,74.332
55,55,4,11,92,74.268
56,56,0,2,35,76.29899999999999
57,57,10,11,63,74.89399999999999
58,58,5,6,82,74.438
59,59,5,11,82,74.438
60,60,3,6,87,74.34899999999999
61,61,6,7,67,74.779
62,62,3,10,69,74.726
63,63,3,5,54,75.207
64,64,11,13,69,74.726
65,65,3,12,31,76.667
66,66,0,11,82,74.438
67,67,8,11,89,74.315
68,68,2,9,89,74.315
69,69,2,6,32,76.568
70,70,2,12,94,74.238
71,71,8,12,36,76.218
72,72,4,7,90,74.29899999999999
73,73,0,3,67,74.779
74,74,1,11,31,76.667
75,75,6,9,39,75.995
76,76,3,7,72,74.652
77,77,1,12,81,74.458
78,78,1,6,32,76.568
79,79,1,8,42,75.79899999999999
80,80,3,13,46,75.57300000000001
81,81,0,4,80,74.477
82,82,2,11,84,74.40100000000001
83,83,2,10,71,74.676
84,84,1,13,91,74.283
85,85,1,13,62,74.925
86,86,6,11,99,74.167
87,87,0,12,48,75.471
88,88,7,11,79,74.497
89,89,2,5,72,74.652
90,90,2,9,49,75.423
91,91,5,11,49,75.423
92,92,0,4,78,74.518
93,93,7,8,87,74.34899999999999
94,94,5,13,35,76.29899999999999
95,95,9,13,56,75.13
96,96,0,6,87,74.34899999999999
97,97,5,13,98,74.181
98,98,6,10,100,74.154
99,99,8,10,60,74.98899999999999
