,id,source,destination,data_rates,TR
0,0,5,9,87,74.34899999999999
1,1,6,7,75,74.582
2,2,8,11,93,74.252
3,3,2,12,74,74.605
4,4,6,8,59,75.023
5,5,4,6,75,74.582
6,6,2,11,64,74.86399999999999
7,7,3,7,36,76.218
8,8,5,13,75,74.582
9,9,1,9,97,74.194
10,10,11,13,63,74.89399999999999
11,11,11,12,72,74.652
12,12,2,4,71,74.676
13,13,2,8,45,75.626
14,14,12,13,77,74.539
15,15,7,9,41,75.862
16,16,7,10,84,74.40100000000001
17,17,5,8,45,75.626
18,18,7,11,42,75.79899999999999
19,19,3,8,81,74.458
20,20,7,13,48,75.471
21,21,0,12,41,75.862
22,22,4,5,74,74.605
23,23,6,9,47,75.521
24,24,1,11,48,75.471
25,25,4,7,89,74.315
26,26,2,12,58,75.057
27,27,7,10,37,76.14
28,28,5,12,43,75.73899999999999
29,29,11,13,55,75.168
30,30,10,11,92,74.268
31,31,4,11,72,74.652
32,32,0,8,48,75.471
33,33,3,5,55,75.168
34,34,1,5,93,74.252
35,35,12,13,93,74.252
36,36,4,6,61,74.957
37,37,8,13,49,75.423
38,38,5,9,69,74.726
39,39,3,10,42,75.79899999999999
40,40,0,9,91,74.283
41,41,11,12,46,75.57300000000001
42,42,5,7,41,75.862
43,43,1,3,31,76.667
44,44,3,4,52,75.289
45,45,8,13,69,74.726
46,46,4,8,88,74.332
47,47,4,8,87,74.34899999999999
48,48,3,8,31,76.667
49,49,1,5,56,75.13
50,50,1,11,64,74.86399999999999
51,51,2,3,63,74.89399999999999
52,52,4,7,32,76.568
53,53,4,9,73,74.628
54,54,3,5,71,74.676
55,55,9,11,51,75.332
56,56,2,5,60,74.98899999999999
57,57,5,10,39,75.995
58,58,2,4,51,75.332
59,59,1,12,84,74.40100000000001
60,60,2,10,32,76.568
61,61,7,11,49,75.423
62,62,4,8,100,74.154
63,63,4,12,61,74.957
64,64,1,10,40,75.92699999999999
65,65,0,10,92,74.268
66,66,5,9,32,76.568
67,67,11,13,38,76.066
68,68,0,10,47,75.521
69,69,1,6,83,74.42
70,70,0,1,93,74.252
71,71,8,9,45,75.626
72,72,3,11,77,74.539
73,73,3,10,88,74.332
74,74,9,11,97,74.194
75,75,3,5,92,74.268
76,76,4,8,57,75.093
77,77,6,7,96,74.209
78,78,0,8,61,74.957
79,79,4,5,41,75.862
80,80,3,12,51,75.332
81,81,8,10,78,74.518
82,82,5,6,96,74.209
83,83,0,11,97,74.194
84,84,5,6,72,74.652
85,85,1,3,97,74.194
86,86,3,4,58,75.057
87,87,4,7,32,76.568
88,88,8,12,50,75.377
89,89,5,10,32,76.568
90,90,7,9,91,74.283
91,91,0,12,60,74.98899999999999
92,92,4,6,36,76.218
93,93,9,10,39,75.995
94,94,0,10,47,75.521
95,95,5,8,45,75.626
96,96,0,8,91,74.283
97,97,3,5,84,74.40100000000001
98,98,6,8,54,75.207
99,99,0,10,57,75.093
