,id,source,destination,data_rates,TR
0,0,5,8,79,74.497
1,1,4,5,88,74.332
2,2,4,9,90,74.29899999999999
3,3,11,13,37,76.14
4,4,5,8,80,74.477
5,5,8,10,69,74.726
6,6,3,12,66,74.807
7,7,0,2,52,75.289
8,8,1,11,41,75.862
9,9,4,9,52,75.289
10,10,0,10,77,74.539
11,11,3,11,67,74.779
12,12,1,4,73,74.628
13,13,2,7,83,74.42
14,14,0,11,41,75.862
15,15,3,6,65,74.835
16,16,6,9,84,74.40100000000001
17,17,6,13,51,75.332
18,18,9,13,89,74.315
19,19,6,12,78,74.518
20,20,2,8,53,75.247
21,21,8,13,68,74.752
22,22,4,6,89,74.315
23,23,1,13,47,75.521
24,24,1,4,31,76.667
25,25,0,5,73,74.628
26,26,1,4,68,74.752
27,27,9,13,46,75.57300000000001
28,28,0,10,95,74.223
29,29,7,13,96,74.209
30,30,1,2,64,74.86399999999999
31,31,8,10,79,74.497
32,32,4,13,66,74.807
33,33,1,6,50,75.377
34,34,7,10,30,76.771
35,35,7,9,50,75.377
36,36,0,9,77,74.539
37,37,1,4,41,75.862
38,38,4,13,46,75.57300000000001
39,39,2,7,92,74.268
40,40,1,13,73,74.628
41,41,7,9,75,74.582
42,42,5,7,34,76.384
43,43,5,13,45,75.626
44,44,6,7,85,74.383
45,45,9,13,74,74.605
46,46,0,11,35,76.29899999999999
47,47,5,6,76,74.56
48,48,3,12,66,74.807
49,49,4,7,97,74.194
50,50,1,9,31,76.667
51,51,6,12,81,74.458
52,52,1,12,58,75.057
53,53,1,7,78,74.518
54,54,8,12,35,76.29899999999999
55,55,0,3,83,74.42
56,56,0,4,33,76.47399999999999
57,57,3,7,75,74.582
58,58,0,6,65,74.835
59,59,11,13,67,74.779
60,60,5,8,82,74.438
61,61,5,10,49,75.423
62,62,2,7,46,75.57300000000001
63,63,3,11,83,74.42
64,64,0,2,98,74.181
65,65,1,7,41,75.862
66,66,8,11,56,75.13
67,67,0,7,36,76.218
68,68,2,6,96,74.209
69,69,7,13,87,74.34899999999999
70,70,5,6,81,74.458
71,71,9,12,86,74.366
72,72,8,13,70,74.70100000000001
73,73,1,11,55,75.168
74,74,10,13,41,75.862
75,75,3,9,92,74.268
76,76,8,13,94,74.238
77,77,3,10,83,74.42
78,78,4,12,55,75.168
79,79,0,2,65,74.835
80,80,6,10,76,74.56
81,81,3,5,50,75.377
82,82,0,11,40,75.92699999999999
83,83,4,13,51,75.332
84,84,0,1,54,75.207
85,85,10,11,39,75.995
86,86,5,13,45,75.626
87,87,1,13,69,74.726
88,88,6,12,33,76.47399999999999
89,89,5,10,59,75.023
90,90,2,3,80,74.477
91,91,4,7,92,74.268
92,92,0,6,72,74.652
93,93,5,12,63,74.89399999999999
94,94,9,12,87,74.34899999999999
95,95,3,10,52,75.289
96,96,2,11,56,75.13
97,97,9,12,39,75.995
98,98,0,2,76,74.56
99,99,9,13,31,76.667
