,id,source,destination,data_rates,TR
0,0,2,8,70,74.70100000000001
1,1,1,7,74,74.605
2,2,3,12,65,74.835
3,3,0,3,34,76.384
4,4,7,13,66,74.807
5,5,1,13,33,76.47399999999999
6,6,5,12,89,74.315
7,7,7,10,72,74.652
8,8,5,13,79,74.497
9,9,5,10,75,74.582
10,10,1,10,74,74.605
11,11,3,11,97,74.194
12,12,10,11,42,75.79899999999999
13,13,1,10,63,74.89399999999999
14,14,1,8,89,74.315
15,15,1,13,65,74.835
16,16,7,8,84,74.40100000000001
17,17,2,8,42,75.79899999999999
18,18,4,13,79,74.497
19,19,1,5,94,74.238
20,20,0,8,41,75.862
21,21,2,6,60,74.98899999999999
22,22,1,10,32,76.568
23,23,9,11,46,75.57300000000001
24,24,10,11,77,74.539
25,25,0,3,91,74.283
26,26,4,13,54,75.207
27,27,0,4,31,76.667
28,28,3,6,94,74.238
29,29,4,6,63,74.89399999999999
30,30,8,9,94,74.238
31,31,5,7,53,75.247
32,32,1,12,79,74.497
33,33,9,11,31,76.667
34,34,6,13,66,74.807
35,35,4,10,53,75.247
36,36,9,10,53,75.247
37,37,2,11,97,74.194
38,38,2,8,83,74.42
39,39,5,7,53,75.247
40,40,0,8,74,74.605
41,41,2,12,59,75.023
42,42,1,6,70,74.70100000000001
43,43,7,11,98,74.181
44,44,6,9,73,74.628
45,45,5,12,40,75.92699999999999
46,46,9,12,89,74.315
47,47,7,12,81,74.458
48,48,4,8,37,76.14
49,49,0,2,41,75.862
50,50,0,9,51,75.332
51,51,4,5,60,74.98899999999999
52,52,10,12,67,74.779
53,53,8,9,49,75.423
54,54,10,11,88,74.332
55,55,11,12,86,74.366
56,56,2,11,49,75.423
57,57,2,7,73,74.628
58,58,7,9,37,76.14
59,59,1,8,77,74.539
60,60,10,13,54,75.207
61,61,9,13,77,74.539
62,62,2,11,50,75.377
63,63,2,9,78,74.518
64,64,6,7,57,75.093
65,65,6,9,57,75.093
66,66,7,10,44,75.682
67,67,4,13,81,74.458
68,68,0,9,88,74.332
69,69,4,9,95,74.223
70,70,0,4,66,74.807
71,71,6,12,43,75.73899999999999
72,72,5,11,72,74.652
73,73,4,13,44,75.682
74,74,1,9,59,75.023
75,75,6,8,90,74.29899999999999
76,76,6,9,60,74.98899999999999
77,77,2,9,95,74.223
78,78,0,3,56,75.13
79,79,8,9,79,74.497
80,80,7,8,71,74.676
81,81,4,5,37,76.14
82,82,6,8,59,75.023
83,83,7,9,95,74.223
84,84,2,8,33,76.47399999999999
85,85,9,12,57,75.093
86,86,4,11,47,75.521
87,87,2,4,46,75.57300000000001
88,88,1,13,55,75.168
89,89,9,10,95,74.223
90,90,2,11,65,74.835
91,91,1,2,87,74.34899999999999
92,92,10,12,54,75.207
93,93,5,10,62,74.925
94,94,11,13,97,74.194
95,95,1,6,39,75.995
96,96,7,13,34,76.384
97,97,3,12,80,74.477
98,98,4,12,96,74.209
99,99,0,5,37,76.14
