,id,source,destination,data_rates,TR
0,0,6,11,99,74.167
1,1,9,10,69,74.726
2,2,1,11,96,74.209
3,3,0,12,81,74.458
4,4,1,9,64,74.86399999999999
5,5,2,9,75,74.582
6,6,2,4,93,74.252
7,7,9,13,44,75.682
8,8,0,5,58,75.057
9,9,4,12,100,74.154
10,10,1,3,58,75.057
11,11,8,9,76,74.56
12,12,1,4,93,74.252
13,13,3,13,100,74.154
14,14,12,13,76,74.56
15,15,2,10,37,76.14
16,16,0,5,32,76.568
17,17,1,8,73,74.628
18,18,3,4,70,74.70100000000001
19,19,2,8,98,74.181
20,20,1,9,82,74.438
21,21,10,11,77,74.539
22,22,5,13,67,74.779
23,23,10,13,48,75.471
24,24,3,7,98,74.181
25,25,10,11,68,74.752
26,26,0,1,32,76.568
27,27,5,6,79,74.497
28,28,7,10,66,74.807
29,29,1,10,34,76.384
30,30,9,13,93,74.252
31,31,6,13,53,75.247
32,32,7,13,46,75.57300000000001
33,33,4,11,38,76.066
34,34,7,10,52,75.289
35,35,2,7,46,75.57300000000001
36,36,1,9,76,74.56
37,37,2,6,34,76.384
38,38,4,12,49,75.423
39,39,7,13,50,75.377
40,40,2,4,92,74.268
41,41,3,4,61,74.957
42,42,8,11,83,74.42
43,43,5,6,72,74.652
44,44,12,13,85,74.383
45,45,1,7,38,76.066
46,46,7,13,99,74.167
47,47,5,12,90,74.29899999999999
48,48,1,11,33,76.47399999999999
49,49,3,11,63,74.89399999999999
50,50,3,4,53,75.247
51,51,4,13,74,74.605
52,52,7,10,46,75.57300000000001
53,53,0,10,71,74.676
54,54,7,12,72,74.652
55,55,8,9,72,74.652
56,56,2,10,61,74.957
57,57,3,7,32,76.568
58,58,4,11,66,74.807
59,59,6,7,58,75.057
60,60,6,11,37,76.14
61,61,6,12,62,74.925
62,62,2,13,62,74.925
63,63,3,7,69,74.726
64,64,10,13,87,74.34899999999999
65,65,4,11,79,74.497
66,66,8,10,91,74.283
67,67,2,3,33,76.47399999999999
68,68,5,7,45,75.626
69,69,4,12,62,74.925
70,70,10,13,98,74.181
71,71,0,8,86,74.366
72,72,3,13,62,74.925
73,73,4,6,53,75.247
74,74,0,9,34,76.384
75,75,9,11,82,74.438
76,76,8,13,65,74.835
77,77,3,7,44,75.682
78,78,7,9,60,74.98899999999999
79,79,1,2,41,75.862
80,80,5,7,83,74.42
81,81,1,12,56,75.13
82,82,3,8,96,74.209
83,83,8,9,31,76.667
84,84,1,6,88,74.332
85,85,2,5,74,74.605
86,86,3,11,68,74.752
87,87,2,8,76,74.56
88,88,7,10,81,74.458
89,89,11,13,36,76.218
90,90,1,3,92,74.268
91,91,1,10,31,76.667
92,92,6,7,50,75.377
93,93,2,12,42,75.79899999999999
94,94,11,12,95,74.223
95,95,11,12,34,76.384
96,96,5,9,71,74.676
97,97,8,11,75,74.582
98,98,3,4,76,74.56
99,99,5,8,91,74.283
