,id,source,destination,data_rates,TR
0,0,6,9,86,74.366
1,1,0,13,38,76.066
2,2,3,8,41,75.862
3,3,4,5,55,75.168
4,4,4,7,90,74.29899999999999
5,5,8,11,71,74.676
6,6,5,12,71,74.676
7,7,7,11,95,74.223
8,8,4,7,70,74.70100000000001
9,9,10,12,30,76.771
10,10,0,7,87,74.34899999999999
11,11,4,8,73,74.628
12,12,2,3,64,74.86399999999999
13,13,3,11,49,75.423
14,14,5,13,48,75.471
15,15,1,7,64,74.86399999999999
16,16,5,6,46,75.57300000000001
17,17,2,7,33,76.47399999999999
18,18,8,13,42,75.79899999999999
19,19,0,13,48,75.471
20,20,0,10,44,75.682
21,21,10,13,73,74.628
22,22,1,2,88,74.332
23,23,1,2,87,74.34899999999999
24,24,1,3,86,74.366
25,25,0,9,80,74.477
26,26,3,9,91,74.283
27,27,5,11,85,74.383
28,28,7,13,44,75.682
29,29,7,9,100,74.154
30,30,6,8,36,76.218
31,31,3,11,76,74.56
32,32,6,8,45,75.626
33,33,10,13,47,75.521
34,34,4,5,54,75.207
35,35,2,5,44,75.682
36,36,7,9,65,74.835
37,37,1,10,97,74.194
38,38,1,10,58,75.057
39,39,3,10,71,74.676
40,40,5,7,73,74.628
41,41,5,6,80,74.477
42,42,0,12,58,75.057
43,43,0,12,90,74.29899999999999
44,44,2,3,95,74.223
45,45,6,10,83,74.42
46,46,3,5,50,75.377
47,47,7,13,86,74.366
48,48,10,11,40,75.92699999999999
49,49,3,4,65,74.835
50,50,0,5,73,74.628
51,51,4,10,79,74.497
52,52,6,12,57,75.093
53,53,2,7,81,74.458
54,54,3,12,92,74.268
55,55,1,9,33,76.47399999999999
56,56,10,11,39,75.995
57,57,3,11,91,74.283
58,58,4,8,59,75.023
59,59,1,9,59,75.023
60,60,0,9,98,74.181
61,61,0,6,83,74.42
62,62,7,12,99,74.167
63,63,7,8,46,75.57300000000001
64,64,1,6,36,76.218
65,65,9,10,57,75.093
66,66,5,13,65,74.835
67,67,5,10,70,74.70100000000001
68,68,12,13,99,74.167
69,69,0,4,64,74.86399999999999
70,70,3,6,58,75.057
71,71,3,12,100,74.154
72,72,4,12,48,75.471
73,73,0,8,77,74.539
74,74,5,11,98,74.181
75,75,0,5,77,74.539
76,76,4,9,51,75.332
77,77,6,8,67,74.779
78,78,3,12,30,76.771
79,79,5,7,92,74.268
80,80,1,8,58,75.057
81,81,5,9,51,75.332
82,82,2,12,97,74.194
83,83,0,10,62,74.925
84,84,2,12,50,75.377
85,85,1,12,36,76.218
86,86,1,10,71,74.676
87,87,5,7,40,75.92699999999999
88,88,4,6,35,76.29899999999999
89,89,3,5,71,74.676
90,90,1,8,50,75.377
91,91,8,11,55,75.168
92,92,8,11,81,74.458
93,93,2,3,90,74.29899999999999
94,94,5,7,54,75.207
95,95,7,8,98,74.181
96,96,10,12,97,74.194
97,97,9,12,44,75.682
98,98,2,13,84,74.40100000000001
99,99,1,3,73,74.628
