,id,source,destination,data_rates,TR
0,0,1,5,63,74.89399999999999
1,1,3,13,76,74.56
2,2,2,8,87,74.34899999999999
3,3,1,7,90,74.29899999999999
4,4,0,10,80,74.477
5,5,1,2,48,75.471
6,6,8,12,51,75.332
7,7,6,9,43,75.73899999999999
8,8,0,1,72,74.652
9,9,7,11,85,74.383
10,10,1,11,36,76.218
11,11,8,13,59,75.023
12,12,8,9,74,74.605
13,13,2,10,84,74.40100000000001
14,14,2,6,66,74.807
15,15,1,3,33,76.47399999999999
16,16,2,13,61,74.957
17,17,2,5,85,74.383
18,18,7,12,100,74.154
19,19,2,3,90,74.29899999999999
20,20,8,10,34,76.384
21,21,1,6,84,74.40100000000001
22,22,2,10,81,74.458
23,23,2,9,83,74.42
24,24,4,12,44,75.682
25,25,3,9,52,75.289
26,26,0,4,72,74.652
27,27,2,12,99,74.167
28,28,4,8,62,74.925
29,29,0,7,65,74.835
30,30,1,8,98,74.181
31,31,7,8,84,74.40100000000001
32,32,5,8,99,74.167
33,33,7,11,44,75.682
34,34,0,2,32,76.568
35,35,0,2,41,75.862
36,36,3,4,81,74.458
37,37,1,8,85,74.383
38,38,4,12,75,74.582
39,39,7,12,54,75.207
40,40,6,12,76,74.56
41,41,9,13,33,76.47399999999999
42,42,4,6,91,74.283
43,43,4,8,37,76.14
44,44,5,11,97,74.194
45,45,8,12,56,75.13
46,46,1,5,39,75.995
47,47,6,7,52,75.289
48,48,1,6,93,74.252
49,49,1,7,85,74.383
50,50,7,8,43,75.73899999999999
51,51,4,7,42,75.79899999999999
52,52,0,1,93,74.252
53,53,10,12,84,74.40100000000001
54,54,8,12,86,74.366
55,55,8,12,45,75.626
56,56,3,12,43,75.73899999999999
57,57,4,7,75,74.582
58,58,0,3,37,76.14
59,59,6,12,65,74.835
60,60,6,13,78,74.518
61,61,4,12,41,75.862
62,62,2,11,56,75.13
63,63,3,12,87,74.34899999999999
64,64,4,6,94,74.238
65,65,3,8,41,75.862
66,66,0,13,82,74.438
67,67,5,10,69,74.726
68,68,5,12,43,75.73899999999999
69,69,6,12,78,74.518
70,70,2,5,51,75.332
71,71,7,11,74,74.605
72,72,2,5,46,75.57300000000001
73,73,1,13,64,74.86399999999999
74,74,1,13,83,74.42
75,75,6,13,74,74.605
76,76,2,6,47,75.521
77,77,2,10,76,74.56
78,78,5,12,53,75.247
79,79,0,4,38,76.066
80,80,1,2,76,74.56
81,81,3,6,97,74.194
82,82,1,8,89,74.315
83,83,6,13,40,75.92699999999999
84,84,5,9,78,74.518
85,85,8,9,77,74.539
86,86,1,7,66,74.807
87,87,3,7,60,74.98899999999999
88,88,6,10,57,75.093
89,89,0,10,89,74.315
90,90,3,8,47,75.521
91,91,3,12,50,75.377
92,92,6,7,69,74.726
93,93,9,13,74,74.605
94,94,1,3,61,74.957
95,95,0,5,91,74.283
96,96,5,6,97,74.194
97,97,1,11,87,74.34899999999999
98,98,4,9,81,74.458
99,99,5,12,38,76.066
