,id,source,destination,data_rates,TR
0,0,5,11,58,75.057
1,1,0,6,52,75.289
2,2,2,12,76,74.56
3,3,3,12,57,75.093
4,4,7,8,38,76.066
5,5,1,2,99,74.167
6,6,3,12,66,74.807
7,7,0,7,66,74.807
8,8,7,9,53,75.247
9,9,2,13,44,75.682
10,10,1,10,91,74.283
11,11,0,8,49,75.423
12,12,0,8,68,74.752
13,13,9,13,69,74.726
14,14,1,7,98,74.181
15,15,10,13,49,75.423
16,16,2,8,48,75.471
17,17,10,13,52,75.289
18,18,2,9,69,74.726
19,19,0,6,56,75.13
20,20,5,6,47,75.521
21,21,4,9,78,74.518
22,22,9,11,48,75.471
23,23,1,7,98,74.181
24,24,7,9,65,74.835
25,25,2,9,60,74.98899999999999
26,26,11,12,70,74.70100000000001
27,27,8,9,73,74.628
28,28,6,8,87,74.34899999999999
29,29,1,8,92,74.268
30,30,0,2,41,75.862
31,31,1,8,36,76.218
32,32,4,7,52,75.289
33,33,0,10,73,74.628
34,34,8,10,56,75.13
35,35,9,11,95,74.223
36,36,2,8,34,76.384
37,37,3,10,100,74.154
38,38,0,1,77,74.539
39,39,2,6,73,74.628
40,40,3,12,40,75.92699999999999
41,41,1,12,32,76.568
42,42,5,13,70,74.70100000000001
43,43,9,11,32,76.568
44,44,4,10,80,74.477
45,45,1,13,45,75.626
46,46,9,13,48,75.471
47,47,0,6,98,74.181
48,48,5,7,42,75.79899999999999
49,49,10,12,86,74.366
50,50,4,5,32,76.568
51,51,10,13,51,75.332
52,52,1,13,98,74.181
53,53,4,6,48,75.471
54,54,9,11,38,76.066
55,55,1,8,73,74.628
56,56,7,13,75,74.582
57,57,0,13,92,74.268
58,58,3,7,93,74.252
59,59,8,12,33,76.47399999999999
60,60,6,8,83,74.42
61,61,3,13,90,74.29899999999999
62,62,5,6,64,74.86399999999999
63,63,0,8,35,76.29899999999999
64,64,1,10,36,76.218
65,65,0,3,44,75.682
66,66,8,10,85,74.383
67,67,0,2,58,75.057
68,68,4,9,88,74.332
69,69,0,11,40,75.92699999999999
70,70,4,12,82,74.438
71,71,5,7,40,75.92699999999999
72,72,6,11,89,74.315
73,73,2,6,68,74.752
74,74,9,12,98,74.181
75,75,7,9,35,76.29899999999999
76,76,0,10,96,74.209
77,77,2,3,55,75.168
78,78,9,11,34,76.384
79,79,0,11,98,74.181
80,80,7,9,76,74.56
81,81,0,10,59,75.023
82,82,6,13,72,74.652
83,83,5,11,54,75.207
84,84,7,8,45,75.626
85,85,9,13,32,76.568
86,86,1,5,40,75.92699999999999
87,87,0,2,56,75.13
88,88,7,13,92,74.268
89,89,3,11,61,74.957
90,90,0,10,75,74.582
91,91,0,9,57,75.093
92,92,0,11,89,74.315
93,93,1,4,84,74.40100000000001
94,94,11,12,38,76.066
95,95,2,4,36,76.218
96,96,4,13,76,74.56
97,97,8,10,56,75.13
98,98,1,11,37,76.14
99,99,6,10,74,74.605
