,id,source,destination,data_rates,TR
0,0,3,13,39,75.995
1,1,5,6,48,75.471
2,2,7,12,36,76.218
3,3,4,7,60,74.98899999999999
4,4,1,7,48,75.471
5,5,3,9,51,75.332
6,6,3,6,60,74.98899999999999
7,7,10,13,38,76.066
8,8,5,7,65,74.835
9,9,6,7,80,74.477
10,10,6,9,47,75.521
11,11,2,9,85,74.383
12,12,4,6,35,76.29899999999999
13,13,4,9,57,75.093
14,14,1,3,30,76.771
15,15,4,10,45,75.626
16,16,6,7,30,76.771
17,17,3,6,43,75.73899999999999
18,18,8,9,40,75.92699999999999
19,19,6,10,49,75.423
20,20,2,10,42,75.79899999999999
21,21,3,9,39,75.995
22,22,2,13,72,74.652
23,23,7,8,93,74.252
24,24,6,10,96,74.209
25,25,3,7,45,75.626
26,26,6,7,64,74.86399999999999
27,27,10,12,56,75.13
28,28,7,9,67,74.779
29,29,6,8,48,75.471
30,30,0,10,34,76.384
31,31,2,13,60,74.98899999999999
32,32,4,12,42,75.79899999999999
33,33,3,9,31,76.667
34,34,0,5,97,74.194
35,35,1,9,60,74.98899999999999
36,36,7,13,98,74.181
37,37,0,2,84,74.40100000000001
38,38,8,11,30,76.771
39,39,0,8,78,74.518
40,40,5,11,80,74.477
41,41,3,13,75,74.582
42,42,1,8,69,74.726
43,43,4,11,45,75.626
44,44,0,12,84,74.40100000000001
45,45,5,12,46,75.57300000000001
46,46,4,13,56,75.13
47,47,0,6,93,74.252
48,48,0,6,90,74.29899999999999
49,49,1,2,58,75.057
50,50,0,2,52,75.289
51,51,3,7,73,74.628
52,52,7,13,94,74.238
53,53,5,7,94,74.238
54,54,4,6,72,74.652
55,55,8,11,53,75.247
56,56,0,9,90,74.29899999999999
57,57,9,11,61,74.957
58,58,0,10,94,74.238
59,59,4,6,32,76.568
60,60,1,2,67,74.779
61,61,4,9,80,74.477
62,62,0,1,42,75.79899999999999
63,63,6,13,53,75.247
64,64,8,10,43,75.73899999999999
65,65,9,12,52,75.289
66,66,11,13,58,75.057
67,67,3,13,68,74.752
68,68,1,13,33,76.47399999999999
69,69,0,10,69,74.726
70,70,4,5,49,75.423
71,71,4,12,47,75.521
72,72,6,13,47,75.521
73,73,0,8,40,75.92699999999999
74,74,5,11,97,74.194
75,75,4,6,96,74.209
76,76,1,4,88,74.332
77,77,10,11,81,74.458
78,78,4,12,42,75.79899999999999
79,79,3,8,55,75.168
80,80,10,11,43,75.73899999999999
81,81,5,10,30,76.771
82,82,3,9,52,75.289
83,83,8,9,79,74.497
84,84,4,7,74,74.605
85,85,4,9,68,74.752
86,86,5,12,61,74.957
87,87,2,11,50,75.377
88,88,1,10,65,74.835
89,89,4,11,84,74.40100000000001
90,90,8,11,84,74.40100000000001
91,91,3,5,70,74.70100000000001
92,92,0,11,83,74.42
93,93,3,8,75,74.582
94,94,2,5,38,76.066
95,95,3,4,65,74.835
96,96,7,13,54,75.207
97,97,3,4,36,76.218
98,98,2,13,40,75.92699999999999
99,99,2,10,44,75.682
