,id,source,destination,data_rates,TR
0,0,2,8,76,74.56
1,1,3,7,74,74.605
2,2,7,10,67,74.779
3,3,0,13,43,75.73899999999999
4,4,5,6,66,74.807
5,5,9,13,83,74.42
6,6,5,8,59,75.023
7,7,0,5,82,74.438
8,8,6,7,78,74.518
9,9,1,12,97,74.194
10,10,5,13,51,75.332
11,11,2,11,54,75.207
12,12,4,8,57,75.093
13,13,1,9,31,76.667
14,14,9,11,74,74.605
15,15,2,11,70,74.70100000000001
16,16,0,8,55,75.168
17,17,0,3,59,75.023
18,18,5,8,62,74.925
19,19,10,11,52,75.289
20,20,2,7,46,75.57300000000001
21,21,6,11,38,76.066
22,22,2,4,39,75.995
23,23,0,12,97,74.194
24,24,4,5,64,74.86399999999999
25,25,2,13,83,74.42
26,26,11,13,52,75.289
27,27,2,4,30,76.771
28,28,4,12,73,74.628
29,29,4,10,55,75.168
30,30,5,7,76,74.56
31,31,4,10,90,74.29899999999999
32,32,2,3,37,76.14
33,33,1,2,71,74.676
34,34,6,10,71,74.676
35,35,0,4,67,74.779
36,36,7,10,62,74.925
37,37,3,4,98,74.181
38,38,7,13,42,75.79899999999999
39,39,11,12,69,74.726
40,40,3,6,74,74.605
41,41,0,5,32,76.568
42,42,7,9,75,74.582
43,43,5,8,89,74.315
44,44,4,5,58,75.057
45,45,4,10,61,74.957
46,46,2,6,36,76.218
47,47,6,11,71,74.676
48,48,2,8,91,74.283
49,49,8,13,44,75.682
50,50,2,8,36,76.218
51,51,7,10,43,75.73899999999999
52,52,7,11,77,74.539
53,53,0,5,82,74.438
54,54,3,4,74,74.605
55,55,10,13,63,74.89399999999999
56,56,3,5,52,75.289
57,57,2,8,75,74.582
58,58,5,8,69,74.726
59,59,8,11,77,74.539
60,60,7,9,38,76.066
61,61,4,7,77,74.539
62,62,6,11,78,74.518
63,63,6,11,96,74.209
64,64,3,8,88,74.332
65,65,8,10,42,75.79899999999999
66,66,3,13,97,74.194
67,67,10,12,44,75.682
68,68,7,10,45,75.626
69,69,0,13,30,76.771
70,70,1,10,51,75.332
71,71,0,12,49,75.423
72,72,4,7,71,74.676
73,73,0,6,58,75.057
74,74,3,10,43,75.73899999999999
75,75,11,13,57,75.093
76,76,5,13,40,75.92699999999999
77,77,8,12,89,74.315
78,78,3,13,40,75.92699999999999
79,79,2,4,78,74.518
80,80,1,5,83,74.42
81,81,10,13,31,76.667
82,82,6,12,40,75.92699999999999
83,83,10,12,32,76.568
84,84,5,12,87,74.34899999999999
85,85,1,5,33,76.47399999999999
86,86,2,4,77,74.539
87,87,0,6,62,74.925
88,88,0,5,87,74.34899999999999
89,89,2,3,55,75.168
90,90,1,4,31,76.667
91,91,5,12,45,75.626
92,92,9,11,80,74.477
93,93,2,10,68,74.752
94,94,0,10,91,74.283
95,95,7,10,82,74.438
96,96,3,10,37,76.14
97,97,5,13,98,74.181
98,98,5,13,82,74.438
99,99,3,6,30,76.771
