,id,source,destination,data_rates,TR
0,0,2,4,32,76.568
1,1,0,3,99,74.167
2,2,0,9,67,74.779
3,3,7,10,94,74.238
4,4,6,8,57,75.093
5,5,7,9,92,74.268
6,6,5,7,48,75.471
7,7,7,13,94,74.238
8,8,0,4,93,74.252
9,9,3,4,58,75.057
10,10,1,11,74,74.605
11,11,3,11,70,74.70100000000001
12,12,8,13,93,74.252
13,13,2,3,45,75.626
14,14,4,13,30,76.771
15,15,0,3,92,74.268
16,16,1,3,46,75.57300000000001
17,17,7,13,47,75.521
18,18,1,6,75,74.582
19,19,7,13,51,75.332
20,20,2,8,88,74.332
21,21,5,12,92,74.268
22,22,0,5,97,74.194
23,23,6,10,57,75.093
24,24,3,13,86,74.366
25,25,10,11,41,75.862
26,26,2,4,74,74.605
27,27,2,12,79,74.497
28,28,0,11,36,76.218
29,29,10,13,67,74.779
30,30,3,7,93,74.252
31,31,0,8,48,75.471
32,32,6,9,46,75.57300000000001
33,33,4,5,89,74.315
34,34,2,7,65,74.835
35,35,6,12,40,75.92699999999999
36,36,8,9,46,75.57300000000001
37,37,1,12,76,74.56
38,38,4,7,69,74.726
39,39,3,7,50,75.377
40,40,1,3,74,74.605
41,41,4,13,80,74.477
42,42,10,11,49,75.423
43,43,0,10,59,75.023
44,44,9,10,55,75.168
45,45,4,9,85,74.383
46,46,3,6,39,75.995
47,47,1,2,94,74.238
48,48,1,11,50,75.377
49,49,3,8,65,74.835
50,50,4,7,85,74.383
51,51,2,10,78,74.518
52,52,7,8,40,75.92699999999999
53,53,8,13,79,74.497
54,54,6,10,39,75.995
55,55,3,4,97,74.194
56,56,4,13,92,74.268
57,57,5,9,66,74.807
58,58,0,12,78,74.518
59,59,3,13,99,74.167
60,60,2,6,38,76.066
61,61,4,11,83,74.42
62,62,10,11,88,74.332
63,63,3,6,85,74.383
64,64,0,4,43,75.73899999999999
65,65,9,13,60,74.98899999999999
66,66,9,13,31,76.667
67,67,2,10,53,75.247
68,68,1,12,39,75.995
69,69,7,9,61,74.957
70,70,4,5,70,74.70100000000001
71,71,4,10,86,74.366
72,72,5,13,59,75.023
73,73,0,9,67,74.779
74,74,8,12,95,74.223
75,75,10,11,93,74.252
76,76,0,9,68,74.752
77,77,8,9,93,74.252
78,78,9,11,33,76.47399999999999
79,79,0,2,87,74.34899999999999
80,80,4,6,53,75.247
81,81,5,10,46,75.57300000000001
82,82,2,13,88,74.332
83,83,5,10,54,75.207
84,84,6,13,41,75.862
85,85,4,11,31,76.667
86,86,5,8,97,74.194
87,87,2,3,78,74.518
88,88,8,9,91,74.283
89,89,3,6,96,74.209
90,90,5,8,78,74.518
91,91,7,13,95,74.223
92,92,1,13,48,75.471
93,93,3,4,92,74.268
94,94,4,9,95,74.223
95,95,3,8,51,75.332
96,96,0,9,35,76.29899999999999
97,97,6,11,84,74.40100000000001
98,98,0,3,36,76.218
99,99,3,7,81,74.458
