,id,source,destination,data_rates,TR
0,0,8,10,69,74.726
1,1,4,10,90,74.29899999999999
2,2,9,13,54,75.207
3,3,6,7,61,74.957
4,4,4,12,33,76.47399999999999
5,5,7,12,42,75.79899999999999
6,6,8,12,77,74.539
7,7,11,13,53,75.247
8,8,0,1,93,74.252
9,9,8,11,38,76.066
10,10,5,6,100,74.154
11,11,12,13,68,74.752
12,12,4,7,80,74.477
13,13,3,11,100,74.154
14,14,7,10,50,75.377
15,15,1,9,59,75.023
16,16,3,13,63,74.89399999999999
17,17,9,10,84,74.40100000000001
18,18,4,11,88,74.332
19,19,8,9,37,76.14
20,20,6,11,42,75.79899999999999
21,21,4,12,55,75.168
22,22,1,11,34,76.384
23,23,5,11,67,74.779
24,24,0,8,53,75.247
25,25,5,7,42,75.79899999999999
26,26,5,11,44,75.682
27,27,6,10,94,74.238
28,28,9,10,77,74.539
29,29,11,13,63,74.89399999999999
30,30,6,13,94,74.238
31,31,4,11,37,76.14
32,32,9,13,82,74.438
33,33,4,11,82,74.438
34,34,0,2,69,74.726
35,35,0,11,43,75.73899999999999
36,36,8,11,72,74.652
37,37,3,12,51,75.332
38,38,8,9,39,75.995
39,39,1,8,45,75.626
40,40,4,9,93,74.252
41,41,5,8,35,76.29899999999999
42,42,0,3,47,75.521
43,43,5,6,33,76.47399999999999
44,44,2,10,61,74.957
45,45,0,5,30,76.771
46,46,3,12,93,74.252
47,47,1,6,43,75.73899999999999
48,48,0,12,36,76.218
49,49,1,7,51,75.332
50,50,1,2,62,74.925
51,51,1,6,37,76.14
52,52,0,4,100,74.154
53,53,5,8,53,75.247
54,54,2,3,51,75.332
55,55,4,8,34,76.384
56,56,6,7,51,75.332
57,57,3,13,33,76.47399999999999
58,58,4,7,65,74.835
59,59,3,8,84,74.40100000000001
60,60,0,12,74,74.605
61,61,3,12,36,76.218
62,62,8,10,35,76.29899999999999
63,63,8,12,85,74.383
64,64,1,13,94,74.238
65,65,1,7,67,74.779
66,66,4,10,37,76.14
67,67,5,9,88,74.332
68,68,3,5,54,75.207
69,69,1,7,50,75.377
70,70,10,12,82,74.438
71,71,0,8,30,76.771
72,72,0,10,33,76.47399999999999
73,73,0,13,77,74.539
74,74,1,4,72,74.652
75,75,5,7,67,74.779
76,76,4,11,81,74.458
77,77,0,5,80,74.477
78,78,9,13,85,74.383
79,79,6,10,50,75.377
80,80,6,11,79,74.497
81,81,0,6,69,74.726
82,82,8,11,58,75.057
83,83,10,11,34,76.384
84,84,11,13,85,74.383
85,85,8,11,53,75.247
86,86,7,9,73,74.628
87,87,4,5,82,74.438
88,88,1,5,37,76.14
89,89,3,4,39,75.995
90,90,0,13,69,74.726
91,91,0,3,64,74.86399999999999
92,92,10,11,93,74.252
93,93,2,5,86,74.366
94,94,2,4,82,74.438
95,95,2,8,33,76.47399999999999
96,96,3,10,35,76.29899999999999
97,97,5,9,36,76.218
98,98,0,3,86,74.366
99,99,8,9,96,74.209
