id,source,destination,data_rates,TR
0,0,4,52,75.289
1,0,17,86,74.366
2,0,22,95,74.223
3,1,6,91,74.283
4,1,14,59,75.023
5,2,3,66,74.807
6,2,18,78,74.518
7,3,4,83,74.42
8,3,13,72,74.652
9,3,14,79,74.497
10,3,23,93,74.252
11,4,17,73,74.628
12,6,7,48,75.471
13,6,19,70,74.70100000000001
14,7,11,59,75.023
15,8,13,76,74.56
16,9,3,77,74.539
17,9,11,83,74.42
18,10,1,66,74.807
19,10,16,63,74.89399999999999
20,11,20,61,74.957
21,11,23,51,75.332
22,12,9,87,74.34899999999999
23,12,19,68,74.752
24,12,23,62,74.925
25,13,23,98,74.181
26,14,4,98,74.181
27,14,12,57,75.093
28,14,18,74,74.605
29,15,16,75,74.582
30,16,5,46,75.57300000000001
31,16,11,89,74.315
32,16,13,58,75.057
33,16,19,80,74.477
34,17,0,71,74.676
35,17,0,73,74.628
36,18,2,69,74.726
37,18,5,96,74.209
38,18,13,99,74.167
39,18,16,47,75.521
40,19,7,76,74.56
41,20,5,73,74.628
42,20,10,75,74.582
43,20,14,97,74.194
44,21,15,91,74.283
45,22,12,57,75.093
46,22,13,92,74.268
47,22,23,91,74.283
48,23,6,58,75.057
49,23,13,76,74.56
