id,source,destination,data_rates,TR
0,1,5,78,74.518
1,1,6,54,75.207
2,1,14,46,75.57300000000001
3,1,17,81,74.458
4,2,1,61,74.957
5,3,5,83,74.42
6,3,5,94,74.238
7,3,11,82,74.438
8,3,12,49,75.423
9,5,11,71,74.676
10,5,16,76,74.56
11,5,19,61,74.957
12,5,22,84,74.40100000000001
13,6,20,56,75.13
14,7,9,91,74.283
15,8,11,82,74.438
16,9,1,56,75.13
17,10,12,65,74.835
18,10,18,99,74.167
19,10,20,59,75.023
20,11,7,62,74.925
21,11,22,50,75.377
22,13,5,95,74.223
23,14,12,80,74.477
24,14,12,41,75.862
25,14,17,65,74.835
26,14,17,45,75.626
27,15,8,44,75.682
28,15,17,49,75.423
29,15,19,64,74.86399999999999
30,16,1,96,74.209
31,16,5,44,75.682
32,16,8,80,74.477
33,16,9,45,75.626
34,16,13,44,75.682
35,17,12,65,74.835
36,19,6,63,74.89399999999999
37,19,9,55,75.168
38,19,11,58,75.057
39,19,20,95,74.223
40,19,22,49,75.423
41,20,3,57,75.093
42,21,6,75,74.582
43,21,17,42,75.79899999999999
44,21,17,89,74.315
45,22,8,65,74.835
46,23,9,84,74.40100000000001
47,23,13,85,74.383
48,23,15,44,75.682
49,23,19,44,75.682
