id,source,destination,data_rates,TR
0,0,14,40,75.92699999999999
1,0,15,84,74.40100000000001
2,1,18,51,75.332
3,2,10,42,75.79899999999999
4,2,13,49,75.423
5,3,1,72,74.652
6,3,1,64,74.86399999999999
7,4,11,89,74.315
8,4,18,91,74.283
9,5,22,46,75.57300000000001
10,6,1,55,75.168
11,6,2,46,75.57300000000001
12,6,3,87,74.34899999999999
13,6,4,71,74.676
14,6,18,56,75.13
15,7,19,44,75.682
16,7,23,97,74.194
17,10,5,41,75.862
18,10,5,41,75.862
19,10,9,43,75.73899999999999
20,10,13,92,74.268
21,10,23,52,75.289
22,11,1,65,74.835
23,11,9,77,74.539
24,11,21,82,74.438
25,11,22,56,75.13
26,11,22,56,75.13
27,12,13,86,74.366
28,12,18,82,74.438
29,12,21,57,75.093
30,13,6,47,75.521
31,14,10,67,74.779
32,14,16,86,74.366
33,14,20,75,74.582
34,15,7,99,74.167
35,15,12,80,74.477
36,15,17,44,75.682
37,15,18,87,74.34899999999999
38,15,23,81,74.458
39,16,17,70,74.70100000000001
40,17,9,46,75.57300000000001
41,17,18,56,75.13
42,18,13,55,75.168
43,18,21,54,75.207
44,18,22,54,75.207
45,20,5,64,74.86399999999999
46,21,22,70,74.70100000000001
47,21,22,84,74.40100000000001
48,22,2,71,74.676
49,22,11,68,74.752
