id,source,destination,data_rates,TR
0,0,13,44,75.682
1,1,20,42,75.79899999999999
2,3,11,72,74.652
3,3,19,74,74.605
4,4,0,68,74.752
5,4,10,77,74.539
6,4,21,78,74.518
7,5,3,98,74.181
8,6,1,40,75.92699999999999
9,6,12,87,74.34899999999999
10,7,4,45,75.626
11,7,14,65,74.835
12,7,16,63,74.89399999999999
13,7,18,60,74.98899999999999
14,7,19,82,74.438
15,8,9,51,75.332
16,8,12,61,74.957
17,9,11,96,74.209
18,9,11,84,74.40100000000001
19,9,18,68,74.752
20,10,4,98,74.181
21,10,6,86,74.366
22,10,23,93,74.252
23,11,16,51,75.332
24,13,0,96,74.209
25,13,11,76,74.56
26,14,0,40,75.92699999999999
27,14,4,41,75.862
28,14,8,49,75.423
29,14,15,93,74.252
30,14,16,63,74.89399999999999
31,15,14,94,74.238
32,16,6,40,75.92699999999999
33,16,17,88,74.332
34,16,21,83,74.42
35,18,17,66,74.807
36,19,1,95,74.223
37,19,14,92,74.268
38,20,10,75,74.582
39,20,15,86,74.366
40,20,23,44,75.682
41,21,11,77,74.539
42,21,16,96,74.209
43,22,6,82,74.438
44,22,8,80,74.477
45,23,9,41,75.862
46,23,13,84,74.40100000000001
47,23,14,89,74.315
48,23,16,83,74.42
49,23,20,56,75.13
