id,source,destination,data_rates,TR
0,0,17,91,74.283
1,0,18,92,74.268
2,0,19,61,74.957
3,1,5,40,75.92699999999999
4,1,6,58,75.057
5,1,16,93,74.252
6,2,7,80,74.477
7,2,9,88,74.332
8,2,16,81,74.458
9,2,22,79,74.497
10,3,14,53,75.247
11,3,15,65,74.835
12,3,17,89,74.315
13,4,1,78,74.518
14,5,18,55,75.168
15,5,20,47,75.521
16,5,21,44,75.682
17,7,16,85,74.383
18,8,13,98,74.181
19,9,0,99,74.167
20,9,11,79,74.497
21,9,15,69,74.726
22,9,22,51,75.332
23,10,21,66,74.807
24,11,12,52,75.289
25,11,16,84,74.40100000000001
26,12,11,58,75.057
27,12,17,55,75.168
28,13,0,72,74.652
29,13,5,53,75.247
30,13,18,79,74.497
31,14,15,60,74.98899999999999
32,14,15,67,74.779
33,14,21,96,74.209
34,15,0,45,75.626
35,15,5,98,74.181
36,15,17,87,74.34899999999999
37,15,20,75,74.582
38,16,18,86,74.366
39,17,7,56,75.13
40,17,23,79,74.497
41,18,6,49,75.423
42,18,11,63,74.89399999999999
43,19,18,53,75.247
44,20,9,59,75.023
45,21,5,77,74.539
46,22,16,76,74.56
47,23,0,44,75.682
48,23,8,94,74.238
49,23,11,56,75.13
