id,source,destination,data_rates,TR
0,0,6,76,74.56
1,1,8,87,74.34899999999999
2,1,19,58,75.057
3,2,0,47,75.521
4,2,10,57,75.093
5,2,15,47,75.521
6,3,21,58,75.057
7,4,17,47,75.521
8,4,17,96,74.209
9,4,18,62,74.925
10,4,22,58,75.057
11,5,13,54,75.207
12,6,5,61,74.957
13,6,8,96,74.209
14,6,22,66,74.807
15,7,8,41,75.862
16,7,10,81,74.458
17,7,20,87,74.34899999999999
18,8,4,52,75.289
19,8,9,77,74.539
20,8,12,66,74.807
21,8,19,77,74.539
22,9,13,44,75.682
23,9,19,76,74.56
24,10,4,42,75.79899999999999
25,11,15,51,75.332
26,11,21,75,74.582
27,12,2,80,74.477
28,12,19,97,74.194
29,13,1,50,75.377
30,13,7,82,74.438
31,13,11,97,74.194
32,13,23,51,75.332
33,14,0,90,74.29899999999999
34,14,5,43,75.73899999999999
35,15,9,80,74.477
36,15,13,54,75.207
37,15,16,77,74.539
38,16,11,41,75.862
39,17,4,59,75.023
40,18,3,64,74.86399999999999
41,18,8,63,74.89399999999999
42,19,1,46,75.57300000000001
43,19,4,58,75.057
44,20,16,72,74.652
45,21,1,60,74.98899999999999
46,21,17,92,74.268
47,22,9,51,75.332
48,22,13,62,74.925
49,22,23,45,75.626
