id,source,destination,data_rates,TR
0,0,9,79,74.497
1,1,4,53,75.247
2,1,21,77,74.539
3,2,15,57,75.093
4,2,20,63,74.89399999999999
5,3,0,83,74.42
6,3,0,68,74.752
7,3,6,47,75.521
8,4,9,69,74.726
9,4,12,40,75.92699999999999
10,4,13,96,74.209
11,4,22,78,74.518
12,5,0,91,74.283
13,5,1,54,75.207
14,6,7,94,74.238
15,6,7,79,74.497
16,6,14,70,74.70100000000001
17,7,14,53,75.247
18,8,16,80,74.477
19,8,20,98,74.181
20,9,23,88,74.332
21,10,3,79,74.497
22,12,0,95,74.223
23,12,1,41,75.862
24,12,19,40,75.92699999999999
25,13,0,95,74.223
26,13,1,60,74.98899999999999
27,13,1,89,74.315
28,13,23,67,74.779
29,14,12,63,74.89399999999999
30,14,13,96,74.209
31,14,15,81,74.458
32,14,18,93,74.252
33,15,2,60,74.98899999999999
34,15,2,56,75.13
35,15,20,87,74.34899999999999
36,15,22,61,74.957
37,15,22,63,74.89399999999999
38,16,22,42,75.79899999999999
39,17,18,50,75.377
40,18,0,70,74.70100000000001
41,18,21,44,75.682
42,19,0,53,75.247
43,19,12,73,74.628
44,19,21,44,75.682
45,20,17,75,74.582
46,20,21,94,74.238
47,23,8,59,75.023
48,23,18,53,75.247
49,23,19,53,75.247
