id,source,destination,data_rates,TR
0,0,2,55,75.168
1,0,7,48,75.471
2,1,14,90,74.29899999999999
3,1,21,88,74.332
4,2,17,74,74.605
5,2,21,58,75.057
6,3,13,75,74.582
7,3,18,40,75.92699999999999
8,3,20,59,75.023
9,4,2,81,74.458
10,4,17,85,74.383
11,5,19,51,75.332
12,6,0,80,74.477
13,6,1,42,75.79899999999999
14,6,4,82,74.438
15,6,5,90,74.29899999999999
16,6,10,86,74.366
17,7,6,96,74.209
18,7,20,41,75.862
19,7,23,43,75.73899999999999
20,9,0,55,75.168
21,9,1,57,75.093
22,9,22,74,74.605
23,10,13,43,75.73899999999999
24,11,20,56,75.13
25,15,14,72,74.652
26,15,21,43,75.73899999999999
27,16,6,65,74.835
28,16,20,97,74.194
29,17,12,96,74.209
30,17,21,82,74.438
31,18,8,63,74.89399999999999
32,19,8,61,74.957
33,19,9,55,75.168
34,19,13,91,74.283
35,20,16,98,74.181
36,20,23,59,75.023
37,21,13,83,74.42
38,23,2,57,75.093
39,23,3,49,75.423
