id,source,destination,data_rates,TR
0,0,8,78,74.518
1,0,18,66,74.807
2,0,21,80,74.477
3,1,3,62,74.925
4,1,10,99,74.167
5,1,16,83,74.42
6,2,8,55,75.168
7,3,8,77,74.539
8,3,12,92,74.268
9,4,3,48,75.471
10,6,13,85,74.383
11,6,16,44,75.682
12,7,4,43,75.73899999999999
13,7,16,51,75.332
14,8,9,54,75.207
15,8,17,74,74.605
16,8,20,68,74.752
17,8,21,57,75.093
18,9,8,91,74.283
19,9,14,92,74.268
20,9,22,43,75.73899999999999
21,11,5,67,74.779
22,11,7,91,74.283
23,11,8,54,75.207
24,11,20,74,74.605
25,12,5,56,75.13
26,12,18,85,74.383
27,13,8,88,74.332
28,13,8,74,74.605
29,13,22,45,75.626
30,13,23,94,74.238
31,14,18,71,74.676
32,15,5,92,74.268
33,15,12,94,74.238
34,15,21,54,75.207
35,16,17,63,74.89399999999999
36,17,10,66,74.807
37,17,16,94,74.238
38,18,3,79,74.497
39,18,5,70,74.70100000000001
40,18,22,74,74.605
41,18,23,67,74.779
42,20,1,43,75.73899999999999
43,20,21,61,74.957
44,21,3,69,74.726
45,21,5,80,74.477
46,21,12,53,75.247
47,21,13,82,74.438
48,22,10,42,75.79899999999999
49,23,9,84,74.40100000000001
