id,source,destination,data_rates,TR
0,0,12,50,75.377
1,1,12,48,75.471
2,1,14,69,74.726
3,1,19,56,75.13
4,2,3,80,74.477
5,3,4,68,74.752
6,3,7,44,75.682
7,3,15,92,74.268
8,3,20,90,74.29899999999999
9,5,7,77,74.539
10,6,0,57,75.093
11,6,18,59,75.023
12,6,18,53,75.247
13,7,3,43,75.73899999999999
14,7,19,95,74.223
15,8,3,76,74.56
16,8,7,46,75.57300000000001
17,8,10,85,74.383
18,8,14,44,75.682
19,9,16,87,74.34899999999999
20,10,7,53,75.247
21,11,17,47,75.521
22,12,9,95,74.223
23,12,10,81,74.458
24,12,13,63,74.89399999999999
25,12,13,76,74.56
26,12,14,48,75.471
27,13,4,65,74.835
28,13,16,42,75.79899999999999
29,14,10,67,74.779
30,14,21,59,75.023
31,15,21,97,74.194
32,17,7,81,74.458
33,17,18,55,75.168
34,17,21,72,74.652
35,17,22,96,74.209
36,18,2,77,74.539
37,18,15,88,74.332
38,18,19,89,74.315
39,19,3,56,75.13
40,19,5,83,74.42
41,19,11,53,75.247
42,20,2,83,74.42
43,21,19,76,74.56
44,22,1,81,74.458
45,22,10,91,74.283
46,22,19,69,74.726
47,23,6,88,74.332
48,23,18,73,74.628
49,23,21,89,74.315
