id,source,destination,data_rates,TR
0,0,4,57,75.093
1,1,7,83,74.42
2,1,21,58,75.057
3,2,18,55,75.168
4,3,13,75,74.582
5,3,21,47,75.521
6,4,0,79,74.497
7,4,1,91,74.283
8,4,20,71,74.676
9,4,20,47,75.521
10,5,3,74,74.605
11,5,20,91,74.283
12,8,5,70,74.70100000000001
13,8,23,66,74.807
14,9,1,80,74.477
15,9,7,66,74.807
16,10,12,69,74.726
17,10,14,53,75.247
18,10,16,90,74.29899999999999
19,11,6,64,74.86399999999999
20,12,2,57,75.093
21,12,14,45,75.626
22,12,22,60,74.98899999999999
23,12,23,46,75.57300000000001
24,13,2,71,74.676
25,13,8,57,75.093
26,14,0,41,75.862
27,14,16,93,74.252
28,14,23,87,74.34899999999999
29,15,9,93,74.252
30,15,10,70,74.70100000000001
31,15,12,64,74.86399999999999
32,15,22,55,75.168
33,16,4,50,75.377
34,16,10,94,74.238
35,16,13,72,74.652
36,16,19,67,74.779
37,16,23,47,75.521
38,16,23,99,74.167
39,17,1,43,75.73899999999999
40,18,3,61,74.957
41,18,11,52,75.289
42,19,4,73,74.628
43,19,9,48,75.471
44,19,21,96,74.209
45,20,23,44,75.682
46,21,14,85,74.383
47,21,15,46,75.57300000000001
48,22,3,62,74.925
49,23,9,81,74.458
