id,source,destination,data_rates,TR
0,0,4,62,37.51579094120173
1,0,9,59,37.56480622110088
2,0,13,83,37.26278013980199
3,0,16,54,37.65700972825613
4,0,17,86,37.23580682328201
5,0,21,54,37.65700972825613
6,0,23,68,37.42932324357242
7,1,4,85,37.24460610873838
8,1,18,75,37.34416348834902
9,1,19,74,37.355444609170476
10,1,19,95,37.164242444784634
11,1,20,71,37.39098987287112
12,2,9,73,37.36700237599409
13,3,1,82,37.27216763919369
14,3,21,68,37.42932324357242
15,4,7,91,37.19445585623754
16,4,10,66,37.45659545688316
17,5,0,79,37.301614770683834
18,5,8,57,37.59998873008728
19,6,11,77,37.32239214361373
20,7,5,87,37.227191303872864
21,8,5,76,37.333149136404685
22,8,10,76,37.333149136404685
23,8,14,99,37.13626930022939
24,8,17,87,37.227191303872864
25,8,20,59,37.56480622110088
26,8,21,80,37.29157767030629
27,9,1,51,37.719825426798955
28,9,17,75,37.34416348834902
29,10,9,53,37.67726176747924
30,11,8,93,37.17905255304339
31,12,2,53,37.67726176747924
32,13,11,82,37.27216763919369
33,13,14,65,37.47078897704576
34,13,23,72,37.37884716291769
35,15,17,85,37.24460610873838
36,17,12,56,37.618402662930386
37,17,14,53,37.67726176747924
38,18,3,79,37.301614770683834
39,18,9,82,37.27216763919369
40,18,16,41,37.98495467139333
41,18,17,96,37.157049187586125
42,19,7,74,37.355444609170476
43,20,0,67,37.442778513285106
44,20,17,64,37.48537481325325
45,20,19,50,37.74220895753981
46,21,2,82,37.27216763919369
47,21,9,63,37.500369601818775
48,22,19,57,37.59998873008728
49,23,6,82,37.27216763919369
