id,source,destination,data_rates,TR
0,0,14,42,37.95363786309809
1,1,14,56,37.618402662930386
2,2,14,96,37.157049187586125
3,3,4,72,37.37884716291769
4,3,12,89,37.2104888985585
5,3,13,62,37.51579094120173
6,4,8,46,37.840054368058865
7,5,10,91,37.19445585623754
8,5,22,43,37.923559769910796
9,6,13,45,37.86683286322227
10,7,1,40,38.017589693702504
11,7,2,62,37.51579094120173
12,7,6,92,37.18667783981465
13,9,8,62,37.51579094120173
14,10,5,79,37.301614770683834
15,10,8,47,37.81425417831495
16,11,10,67,37.442778513285106
17,11,21,81,37.2817644426715
18,12,1,94,37.171575521554416
19,12,1,80,37.29157767030629
20,13,9,40,38.017589693702504
21,13,10,54,37.65700972825613
22,14,17,93,37.17905255304339
23,15,3,64,37.48537481325325
24,15,6,92,37.18667783981465
25,15,6,68,37.42932324357242
26,15,10,87,37.227191303872864
27,16,1,54,37.65700972825613
28,16,4,86,37.23580682328201
29,16,6,72,37.37884716291769
30,16,8,78,37.31188354017956
31,16,9,61,37.53165746315781
32,16,9,77,37.32239214361373
33,17,2,80,37.29157767030629
34,17,12,97,37.149991772318295
35,17,18,51,37.719825426798955
36,17,19,49,37.765379206429685
37,18,4,64,37.48537481325325
38,18,16,55,37.63740016232012
39,19,6,83,37.26278013980199
40,19,13,96,37.157049187586125
41,19,17,70,37.40344197197376
42,20,2,95,37.164242444784634
43,21,15,44,37.89464724478612
44,21,20,80,37.29157767030629
45,22,10,73,37.36700237599409
46,22,15,64,37.48537481325325
47,22,18,42,37.95363786309809
48,23,9,68,37.42932324357242
49,23,16,83,37.26278013980199
