id,source,destination,data_rates,TR
0,1,11,84,37.2535951349395
1,1,23,40,38.017589693702504
2,2,1,85,37.24460610873838
3,2,7,44,37.89464724478612
4,2,18,91,37.19445585623754
5,2,20,74,37.355444609170476
6,3,18,61,37.53165746315781
7,3,21,41,37.98495467139333
8,4,12,67,37.442778513285106
9,5,9,44,37.89464724478612
10,5,11,58,37.582131622132614
11,5,14,52,37.69818875730294
12,6,22,99,37.13626930022939
13,7,1,41,37.98495467139333
14,7,10,76,37.333149136404685
15,7,19,98,37.1430663713911
16,7,19,64,37.48537481325325
17,8,2,81,37.2817644426715
18,10,5,67,37.442778513285106
19,10,8,56,37.618402662930386
20,10,16,64,37.48537481325325
21,11,0,60,37.54798891034722
22,12,4,58,37.582131622132614
23,12,20,80,37.29157767030629
24,13,11,60,37.54798891034722
25,14,20,48,37.78937895353953
26,15,0,56,37.618402662930386
27,15,4,51,37.719825426798955
28,15,5,48,37.78937895353953
29,15,8,85,37.24460610873838
30,15,12,61,37.53165746315781
31,15,20,87,37.227191303872864
32,16,21,58,37.582131622132614
33,17,18,60,37.54798891034722
34,17,23,51,37.719825426798955
35,18,19,92,37.18667783981465
36,18,22,74,37.355444609170476
37,19,5,83,37.26278013980199
38,19,17,97,37.149991772318295
39,19,21,77,37.32239214361373
40,20,7,48,37.78937895353953
41,20,18,93,37.17905255304339
42,21,5,85,37.24460610873838
43,22,13,99,37.13626930022939
44,23,0,72,37.37884716291769
45,23,1,41,37.98495467139333
46,23,16,55,37.63740016232012
47,23,18,59,37.56480622110088
48,23,20,51,37.719825426798955
49,23,20,60,37.54798891034722
