id,source,destination,data_rates,TR
0,0,15,65,37.47078897704576
1,1,14,85,37.24460610873838
2,1,15,41,37.98495467139333
3,2,13,65,37.47078897704576
4,2,18,68,37.42932324357242
5,3,2,59,37.56480622110088
6,3,15,92,37.18667783981465
7,5,2,96,37.157049187586125
8,5,6,59,37.56480622110088
9,5,7,94,37.171575521554416
10,5,23,52,37.69818875730294
11,6,1,90,37.20239125939691
12,6,2,41,37.98495467139333
13,6,12,63,37.500369601818775
14,7,23,81,37.2817644426715
15,8,1,42,37.95363786309809
16,8,18,50,37.74220895753981
17,10,14,91,37.19445585623754
18,11,5,41,37.98495467139333
19,11,22,89,37.2104888985585
20,11,22,57,37.59998873008728
21,12,14,47,37.81425417831495
22,12,14,62,37.51579094120173
23,12,19,96,37.157049187586125
24,13,3,57,37.59998873008728
25,13,12,89,37.2104888985585
26,13,21,47,37.81425417831495
27,14,18,70,37.40344197197376
28,14,19,61,37.53165746315781
29,14,22,50,37.74220895753981
30,15,10,77,37.32239214361373
31,15,14,56,37.618402662930386
32,15,18,95,37.164242444784634
33,15,19,73,37.36700237599409
34,16,0,74,37.355444609170476
35,17,13,96,37.157049187586125
36,17,21,84,37.2535951349395
37,18,8,64,37.48537481325325
38,18,10,64,37.48537481325325
39,18,12,87,37.227191303872864
40,19,2,97,37.149991772318295
41,19,23,93,37.17905255304339
42,20,23,78,37.31188354017956
43,21,10,98,37.1430663713911
44,21,12,99,37.13626930022939
45,22,2,69,37.41621552662307
46,22,9,94,37.171575521554416
47,22,11,42,37.95363786309809
48,23,3,62,37.51579094120173
49,23,3,69,37.41621552662307
