id,source,destination,data_rates,TR
0,0,7,41,37.98495467139333
1,0,16,66,37.45659545688316
2,1,0,75,37.34416348834902
3,1,2,43,37.923559769910796
4,1,8,93,37.17905255304339
5,1,16,75,37.34416348834902
6,2,8,92,37.18667783981465
7,3,5,64,37.48537481325325
8,3,11,96,37.157049187586125
9,3,13,52,37.69818875730294
10,3,18,87,37.227191303872864
11,4,1,62,37.51579094120173
12,5,15,80,37.29157767030629
13,5,17,84,37.2535951349395
14,7,8,80,37.29157767030629
15,7,21,62,37.51579094120173
16,8,6,66,37.45659545688316
17,8,22,46,37.840054368058865
18,9,12,59,37.56480622110088
19,10,6,55,37.63740016232012
20,10,15,83,37.26278013980199
21,11,10,78,37.31188354017956
22,11,14,46,37.840054368058865
23,11,19,90,37.20239125939691
24,12,3,60,37.54798891034722
25,12,18,72,37.37884716291769
26,12,22,49,37.765379206429685
27,13,4,52,37.69818875730294
28,13,7,64,37.48537481325325
29,14,17,51,37.719825426798955
30,15,8,67,37.442778513285106
31,15,9,75,37.34416348834902
32,16,7,76,37.333149136404685
33,16,21,99,37.13626930022939
34,17,7,69,37.41621552662307
35,17,9,53,37.67726176747924
36,17,12,77,37.32239214361373
37,18,1,90,37.20239125939691
38,18,17,94,37.171575521554416
39,18,20,75,37.34416348834902
40,19,1,64,37.48537481325325
41,19,5,51,37.719825426798955
42,20,9,76,37.333149136404685
43,20,15,62,37.51579094120173
44,20,19,59,37.56480622110088
45,22,16,80,37.29157767030629
46,22,20,95,37.164242444784634
47,23,4,80,37.29157767030629
48,23,18,62,37.51579094120173
49,23,20,91,37.19445585623754
