id,source,destination,data_rates,TR
0,0,19,93,37.17905255304339
1,1,21,58,37.582131622132614
2,2,7,85,37.24460610873838
3,2,17,86,37.23580682328201
4,3,1,69,37.41621552662307
5,3,6,83,37.26278013980199
6,3,8,55,37.63740016232012
7,3,13,87,37.227191303872864
8,3,18,50,37.74220895753981
9,3,20,76,37.333149136404685
10,4,17,98,37.1430663713911
11,4,18,78,37.31188354017956
12,5,7,83,37.26278013980199
13,5,12,62,37.51579094120173
14,5,17,43,37.923559769910796
15,6,0,62,37.51579094120173
16,6,1,58,37.582131622132614
17,6,4,97,37.149991772318295
18,6,5,51,37.719825426798955
19,7,9,66,37.45659545688316
20,7,19,44,37.89464724478612
21,7,21,83,37.26278013980199
22,7,23,52,37.69818875730294
23,8,0,78,37.31188354017956
24,8,12,41,37.98495467139333
25,9,0,94,37.171575521554416
26,9,22,68,37.42932324357242
27,9,23,86,37.23580682328201
28,10,13,42,37.95363786309809
29,11,5,41,37.98495467139333
30,11,21,92,37.18667783981465
31,11,23,88,37.218753825231495
32,12,23,98,37.1430663713911
33,13,0,77,37.32239214361373
34,13,22,97,37.149991772318295
35,14,13,64,37.48537481325325
36,16,0,89,37.2104888985585
37,16,20,44,37.89464724478612
38,17,6,47,37.81425417831495
39,17,12,75,37.34416348834902
40,17,21,77,37.32239214361373
41,18,8,87,37.227191303872864
42,19,9,48,37.78937895353953
43,20,16,94,37.171575521554416
44,20,23,65,37.47078897704576
45,21,15,48,37.78937895353953
46,22,9,86,37.23580682328201
47,23,2,43,37.923559769910796
48,23,3,77,37.32239214361373
49,23,8,87,37.227191303872864
