id,source,destination,data_rates,TR
0,0,7,75,37.34416348834902
1,0,19,66,37.45659545688316
2,0,23,90,37.20239125939691
3,1,3,54,37.65700972825613
4,2,7,61,37.53165746315781
5,2,20,52,37.69818875730294
6,3,2,90,37.20239125939691
7,3,10,74,37.355444609170476
8,3,12,67,37.442778513285106
9,4,8,87,37.227191303872864
10,4,15,55,37.63740016232012
11,6,8,50,37.74220895753981
12,7,1,56,37.618402662930386
13,7,8,74,37.355444609170476
14,7,11,62,37.51579094120173
15,7,14,53,37.67726176747924
16,8,12,74,37.355444609170476
17,10,3,48,37.78937895353953
18,10,4,92,37.18667783981465
19,10,5,84,37.2535951349395
20,11,14,82,37.27216763919369
21,12,7,41,37.98495467139333
22,12,11,95,37.164242444784634
23,12,18,69,37.41621552662307
24,12,20,50,37.74220895753981
25,13,6,84,37.2535951349395
26,13,15,53,37.67726176747924
27,15,13,94,37.171575521554416
28,16,5,91,37.19445585623754
29,17,3,99,37.13626930022939
30,17,8,98,37.1430663713911
31,17,9,98,37.1430663713911
32,17,14,40,38.017589693702504
33,17,21,51,37.719825426798955
34,18,8,40,38.017589693702504
35,18,15,76,37.333149136404685
36,20,12,71,37.39098987287112
37,20,15,59,37.56480622110088
38,20,17,51,37.719825426798955
39,20,21,87,37.227191303872864
40,21,7,75,37.34416348834902
41,21,22,58,37.582131622132614
42,22,2,55,37.63740016232012
43,22,3,82,37.27216763919369
44,22,15,74,37.355444609170476
45,22,21,55,37.63740016232012
46,23,16,66,37.45659545688316
47,23,17,71,37.39098987287112
48,23,19,58,37.582131622132614
49,23,20,74,37.355444609170476
