id,source,destination,data_rates,TR
0,0,9,49,37.765379206429685
1,0,18,78,37.31188354017956
2,1,8,64,37.48537481325325
3,1,8,52,37.69818875730294
4,1,11,92,37.18667783981465
5,2,18,42,37.95363786309809
6,3,6,91,37.19445585623754
7,3,11,64,37.48537481325325
8,3,17,60,37.54798891034722
9,3,23,94,37.171575521554416
10,4,13,92,37.18667783981465
11,4,22,75,37.34416348834902
12,6,10,46,37.840054368058865
13,6,15,80,37.29157767030629
14,6,16,95,37.164242444784634
15,6,20,72,37.37884716291769
16,7,12,76,37.333149136404685
17,7,21,96,37.157049187586125
18,7,21,50,37.74220895753981
19,8,10,96,37.157049187586125
20,8,17,56,37.618402662930386
21,9,6,42,37.95363786309809
22,10,6,99,37.13626930022939
23,10,13,56,37.618402662930386
24,11,6,48,37.78937895353953
25,11,6,55,37.63740016232012
26,11,9,98,37.1430663713911
27,12,9,55,37.63740016232012
28,12,19,44,37.89464724478612
29,12,19,93,37.17905255304339
30,13,4,91,37.19445585623754
31,13,5,65,37.47078897704576
32,13,7,94,37.171575521554416
33,13,10,97,37.149991772318295
34,13,19,89,37.2104888985585
35,14,5,43,37.923559769910796
36,14,18,56,37.618402662930386
37,14,19,69,37.41621552662307
38,15,1,76,37.333149136404685
39,16,8,71,37.39098987287112
40,16,15,49,37.765379206429685
41,18,15,69,37.41621552662307
42,19,7,48,37.78937895353953
43,19,21,83,37.26278013980199
44,20,1,42,37.95363786309809
45,20,8,43,37.923559769910796
46,21,3,68,37.42932324357242
47,22,9,96,37.157049187586125
48,23,2,43,37.923559769910796
49,23,22,86,37.23580682328201
