id,source,destination,data_rates,TR
0,0,1,72,37.37884716291769
1,1,4,86,37.23580682328201
2,2,5,53,37.67726176747924
3,2,13,85,37.24460610873838
4,3,18,73,37.36700237599409
5,4,0,54,37.65700972825613
6,5,2,98,37.1430663713911
7,5,17,73,37.36700237599409
8,6,3,78,37.31188354017956
9,6,3,97,37.149991772318295
10,6,10,66,37.45659545688316
11,6,15,41,37.98495467139333
12,7,4,98,37.1430663713911
13,7,19,41,37.98495467139333
14,9,4,99,37.13626930022939
15,10,2,59,37.56480622110088
16,10,5,40,38.017589693702504
17,10,18,60,37.54798891034722
18,10,20,93,37.17905255304339
19,10,22,70,37.40344197197376
20,11,2,84,37.2535951349395
21,12,8,95,37.164242444784634
22,12,9,86,37.23580682328201
23,12,14,97,37.149991772318295
24,12,20,69,37.41621552662307
25,13,10,50,37.74220895753981
26,13,20,71,37.39098987287112
27,14,1,82,37.27216763919369
28,14,2,59,37.56480622110088
29,14,13,45,37.86683286322227
30,14,15,46,37.840054368058865
31,15,0,50,37.74220895753981
32,16,1,80,37.29157767030629
33,16,8,72,37.37884716291769
34,16,23,86,37.23580682328201
35,17,10,78,37.31188354017956
36,17,15,44,37.89464724478612
37,17,18,86,37.23580682328201
38,17,21,88,37.218753825231495
39,19,3,93,37.17905255304339
40,20,4,88,37.218753825231495
41,20,4,49,37.765379206429685
42,20,8,73,37.36700237599409
43,21,0,83,37.26278013980199
44,21,3,77,37.32239214361373
45,21,7,53,37.67726176747924
46,21,17,99,37.13626930022939
47,23,0,77,37.32239214361373
48,23,1,72,37.37884716291769
49,23,15,74,37.355444609170476
