id,source,destination,data_rates,TR
0,0,4,57,37.59998873008728
1,1,7,83,37.26278013980199
2,1,21,58,37.582131622132614
3,2,18,55,37.63740016232012
4,3,13,75,37.34416348834902
5,3,21,47,37.81425417831495
6,4,0,79,37.301614770683834
7,4,1,91,37.19445585623754
8,4,20,71,37.39098987287112
9,4,20,47,37.81425417831495
10,5,3,74,37.355444609170476
11,5,20,91,37.19445585623754
12,8,5,70,37.40344197197376
13,8,23,66,37.45659545688316
14,9,1,80,37.29157767030629
15,9,7,66,37.45659545688316
16,10,12,69,37.41621552662307
17,10,14,53,37.67726176747924
18,10,16,90,37.20239125939691
19,11,6,64,37.48537481325325
20,12,2,57,37.59998873008728
21,12,14,45,37.86683286322227
22,12,22,60,37.54798891034722
23,12,23,46,37.840054368058865
24,13,2,71,37.39098987287112
25,13,8,57,37.59998873008728
26,14,0,41,37.98495467139333
27,14,16,93,37.17905255304339
28,14,23,87,37.227191303872864
29,15,9,93,37.17905255304339
30,15,10,70,37.40344197197376
31,15,12,64,37.48537481325325
32,15,22,55,37.63740016232012
33,16,4,50,37.74220895753981
34,16,10,94,37.171575521554416
35,16,13,72,37.37884716291769
36,16,19,67,37.442778513285106
37,16,23,47,37.81425417831495
38,16,23,99,37.13626930022939
39,17,1,43,37.923559769910796
40,18,3,61,37.53165746315781
41,18,11,52,37.69818875730294
42,19,4,73,37.36700237599409
43,19,9,48,37.78937895353953
44,19,21,96,37.157049187586125
45,20,23,44,37.89464724478612
46,21,14,85,37.24460610873838
47,21,15,46,37.840054368058865
48,22,3,62,37.51579094120173
49,23,9,81,37.2817644426715
