id,source,destination,data_rates,TR
0,0,11,69,37.41621552662307
1,1,14,74,37.355444609170476
2,1,15,78,37.31188354017956
3,2,8,44,37.89464724478612
4,2,16,83,37.26278013980199
5,3,10,68,37.42932324357242
6,3,22,58,37.582131622132614
7,4,3,65,37.47078897704576
8,6,5,78,37.31188354017956
9,7,12,89,37.2104888985585
10,7,14,90,37.20239125939691
11,8,0,53,37.67726176747924
12,8,12,43,37.923559769910796
13,8,19,65,37.47078897704576
14,9,6,78,37.31188354017956
15,9,7,63,37.500369601818775
16,10,1,49,37.765379206429685
17,10,6,65,37.47078897704576
18,11,2,52,37.69818875730294
19,11,14,74,37.355444609170476
20,11,23,88,37.218753825231495
21,12,6,41,37.98495467139333
22,12,11,56,37.618402662930386
23,12,13,87,37.227191303872864
24,12,14,78,37.31188354017956
25,12,16,88,37.218753825231495
26,12,22,86,37.23580682328201
27,13,12,61,37.53165746315781
28,13,19,91,37.19445585623754
29,15,4,55,37.63740016232012
30,15,13,64,37.48537481325325
31,15,18,73,37.36700237599409
32,15,22,84,37.2535951349395
33,15,23,75,37.34416348834902
34,15,23,61,37.53165746315781
35,16,8,58,37.582131622132614
36,16,11,98,37.1430663713911
37,16,15,86,37.23580682328201
38,17,5,62,37.51579094120173
39,17,12,58,37.582131622132614
40,17,15,98,37.1430663713911
41,19,23,51,37.719825426798955
42,20,19,84,37.2535951349395
43,21,8,61,37.53165746315781
44,22,2,51,37.719825426798955
45,22,6,63,37.500369601818775
46,22,19,67,37.442778513285106
47,22,23,65,37.47078897704576
48,23,2,82,37.27216763919369
49,23,6,42,37.95363786309809
